fid1	iid1	fid2	iid2	total_ibd_cm	num_segments	max_segment_cm	proportion_shared	predicted_relationship
HG01099	HG01099	HG01605	HG01605	3.626	1	3.626	0.06592727272727272	unrelated
HG01100	HG01100	HG01101	HG01101	3.401	1	3.401	0.061836363636363634	unrelated
HG01100	HG01100	HG01103	HG01103	3.401	1	3.401	0.061836363636363634	unrelated
HG01100	HG01100	HG01188	HG01188	3.547	1	3.547	0.0644909090909091	unrelated
HG01100	HG01100	HG01198	HG01198	3.155	1	3.155	0.05736363636363636	unrelated
HG01100	HG01100	HG01199	HG01199	3.155	1	3.155	0.05736363636363636	unrelated
HG01100	HG01100	HG01247	HG01247	49.44	8	11.629	0.8989090909090909	full-sibling
HG01100	HG01100	HG01248	HG01248	45.25	7	10.384	0.8227272727272728	full-sibling
HG01101	HG01101	HG01103	HG01103	49.429	6	14.968	0.8987090909090909	full-sibling
HG01101	HG01101	HG01198	HG01198	4.503	1	4.503	0.08187272727272728	unrelated
HG01101	HG01101	HG01199	HG01199	4.503	1	4.503	0.08187272727272728	unrelated
HG01101	HG01101	HG01247	HG01247	3.401	1	3.401	0.061836363636363634	unrelated
HG01102	HG01102	HG01103	HG01103	49.035000000000004	9	12.231	0.8915454545454546	full-sibling
HG01102	HG01102	HG01173	HG01173	3.926	1	3.926	0.07138181818181819	unrelated
HG01102	HG01102	HG01174	HG01174	17.578	3	7.964	0.3196	second-degree
HG01102	HG01102	HG01175	HG01175	25.701	4	9.863	0.4672909090909091	full-sibling
HG01102	HG01102	HG01198	HG01198	3.66	1	3.66	0.06654545454545455	unrelated
HG01102	HG01102	HG01199	HG01199	3.66	1	3.66	0.06654545454545455	unrelated
HG01102	HG01102	HG01695	HG01695	3.427	1	3.427	0.06230909090909091	unrelated
HG01103	HG01103	HG01173	HG01173	3.926	1	3.926	0.07138181818181819	unrelated
HG01103	HG01103	HG01174	HG01174	5.698	1	5.698	0.10360000000000001	third-degree
HG01103	HG01103	HG01175	HG01175	11.522	2	7.596	0.2094909090909091	second-degree
HG01103	HG01103	HG01198	HG01198	3.66	1	3.66	0.06654545454545455	unrelated
HG01103	HG01103	HG01199	HG01199	3.66	1	3.66	0.06654545454545455	unrelated
HG01103	HG01103	HG01247	HG01247	3.401	1	3.401	0.061836363636363634	unrelated
HG01103	HG01103	HG01695	HG01695	3.427	1	3.427	0.06230909090909091	unrelated
HG01103	HG01103	HG01781	HG01781	3.874	1	3.874	0.07043636363636364	unrelated
HG01103	HG01103	NA19154	NA19154	3.75	1	3.75	0.06818181818181818	unrelated
HG01104	HG01104	HG01106	HG01106	52.644	8	10.329	0.9571636363636363	full-sibling
HG01105	HG01105	HG01106	HG01106	52.441	7	15.223	0.9534727272727274	full-sibling
HG01105	HG01105	HG01182	HG01182	3.378	1	3.378	0.06141818181818182	unrelated
HG01107	HG01107	HG01109	HG01109	22.125999999999998	4	7.483	0.40229090909090903	full-sibling
HG01107	HG01107	HG01176	HG01176	4.361	1	4.361	0.07929090909090909	unrelated
HG01107	HG01107	HG01248	HG01248	4.532	1	4.532	0.0824	unrelated
HG01108	HG01108	HG01109	HG01109	20.647000000000002	4	7.567	0.3754	full-sibling
HG01110	HG01110	HG01191	HG01191	3.106	1	3.106	0.05647272727272727	unrelated
HG01110	HG01110	HG01249	HG01249	40.574999999999996	5	17.541	0.7377272727272727	full-sibling
HG01111	HG01111	HG01171	HG01171	4.035	1	4.035	0.07336363636363637	unrelated
HG01111	HG01111	HG01172	HG01172	4.035	1	4.035	0.07336363636363637	unrelated
HG01111	HG01111	HG01249	HG01249	35.013	5	11.41	0.6365999999999999	full-sibling
HG01112	HG01112	HG01114	HG01114	60.983	8	20.118	1.108781818181818	full-sibling
HG01112	HG01112	HG01254	HG01254	3.522	1	3.522	0.06403636363636363	unrelated
HG01112	HG01112	HG01255	HG01255	3.522	1	3.522	0.06403636363636363	unrelated
HG01112	HG01112	HG01275	HG01275	3.913	1	3.913	0.07114545454545454	unrelated
HG01112	HG01112	HG01276	HG01276	3.913	1	3.913	0.07114545454545454	unrelated
HG01112	HG01112	HG01357	HG01357	3.913	1	3.913	0.07114545454545454	unrelated
HG01112	HG01112	HG01437	HG01437	7.885	2	4.439	0.14336363636363636	third-degree
HG01112	HG01112	HG01439	HG01439	4.532	1	4.532	0.0824	unrelated
HG01112	HG01112	HG01495	HG01495	8.166	2	4.933	0.14847272727272728	third-degree
HG01113	HG01113	HG01114	HG01114	47.053	5	15.546	0.8555090909090909	full-sibling
HG01113	HG01113	HG01140	HG01140	3.648	1	3.648	0.06632727272727273	unrelated
HG01113	HG01113	HG01141	HG01141	3.641	1	3.641	0.0662	unrelated
HG01113	HG01113	HG01351	HG01351	7.8919999999999995	2	4.252	0.14349090909090909	third-degree
HG01113	HG01113	HG01529	HG01529	3.375	1	3.375	0.06136363636363636	unrelated
HG01114	HG01114	HG01140	HG01140	4.068	1	4.068	0.07396363636363636	unrelated
HG01114	HG01114	HG01141	HG01141	4.06	1	4.06	0.07381818181818181	unrelated
HG01114	HG01114	HG01254	HG01254	3.522	1	3.522	0.06403636363636363	unrelated
HG01114	HG01114	HG01255	HG01255	3.522	1	3.522	0.06403636363636363	unrelated
HG01114	HG01114	HG01351	HG01351	4.252	1	4.252	0.07730909090909091	unrelated
HG01114	HG01114	HG01529	HG01529	3.375	1	3.375	0.06136363636363636	unrelated
HG01124	HG01124	HG01126	HG01126	47.657000000000004	8	9.96	0.8664909090909092	full-sibling
HG01124	HG01124	HG01148	HG01148	3.331	1	3.331	0.06056363636363636	unrelated
HG01124	HG01124	HG01253	HG01253	10.684000000000001	3	3.87	0.19425454545454549	second-degree
HG01124	HG01124	HG01255	HG01255	11.129000000000001	2	7.259	0.20234545454545458	second-degree
HG01124	HG01124	HG01274	HG01274	3.482	1	3.482	0.06330909090909091	unrelated
HG01124	HG01124	HG01276	HG01276	3.482	1	3.482	0.06330909090909091	unrelated
HG01124	HG01124	HG01352	HG01352	3.331	1	3.331	0.06056363636363636	unrelated
HG01124	HG01124	HG01431	HG01431	3.34	1	3.34	0.06072727272727273	unrelated
HG01124	HG01124	HG01433	HG01433	3.34	1	3.34	0.06072727272727273	unrelated
HG01124	HG01124	HG01489	HG01489	3.083	1	3.083	0.05605454545454546	unrelated
HG01124	HG01124	HG01498	HG01498	3.274	1	3.274	0.05952727272727273	unrelated
HG01125	HG01125	HG01126	HG01126	47.503	7	11.106	0.8636909090909091	full-sibling
HG01125	HG01125	HG01250	HG01250	3.415	1	3.415	0.06209090909090909	unrelated
HG01125	HG01125	HG01254	HG01254	3.545	1	3.545	0.06445454545454546	unrelated
HG01125	HG01125	HG01378	HG01378	3.531	1	3.531	0.06420000000000001	unrelated
HG01125	HG01125	HG01379	HG01379	3.531	1	3.531	0.06420000000000001	unrelated
HG01126	HG01126	HG01257	HG01257	3.298	1	3.298	0.059963636363636365	unrelated
HG01126	HG01126	HG01489	HG01489	3.083	1	3.083	0.05605454545454546	unrelated
HG01126	HG01126	HG01497	HG01497	3.511	1	3.511	0.06383636363636364	unrelated
HG01126	HG01126	HG01498	HG01498	4.919	1	4.919	0.08943636363636363	unrelated
HG01126	HG01126	HG01499	HG01499	3.511	1	3.511	0.06383636363636364	unrelated
HG01126	HG01126	HG01531	HG01531	3.576	1	3.576	0.06501818181818182	unrelated
HG01133	HG01133	HG01135	HG01135	49.243	6	16.718	0.8953272727272727	full-sibling
HG01133	HG01133	HG01140	HG01140	11.717	3	4.737	0.21303636363636363	second-degree
HG01133	HG01133	HG01141	HG01141	8.669	2	4.737	0.15761818181818182	third-degree
HG01133	HG01133	HG01274	HG01274	6.544	1	6.544	0.11898181818181817	third-degree
HG01133	HG01133	HG01276	HG01276	6.544	1	6.544	0.11898181818181817	third-degree
HG01133	HG01133	HG01278	HG01278	7.659	1	7.659	0.13925454545454546	third-degree
HG01133	HG01133	HG01279	HG01279	7.659	1	7.659	0.13925454545454546	third-degree
HG01133	HG01133	HG01351	HG01351	3.216	1	3.216	0.05847272727272727	unrelated
HG01133	HG01133	HG01352	HG01352	3.216	1	3.216	0.05847272727272727	unrelated
HG01133	HG01133	HG01353	HG01353	3.833	1	3.833	0.0696909090909091	unrelated
HG01133	HG01133	HG01356	HG01356	8.419	1	8.419	0.15307272727272728	third-degree
HG01133	HG01133	HG01366	HG01366	9.698	2	5.14	0.17632727272727272	third-degree
HG01134	HG01134	HG01135	HG01135	57.034	6	22.691	1.0369818181818182	full-sibling
HG01134	HG01134	HG01259	HG01259	5.474	1	5.474	0.09952727272727273	third-degree
HG01134	HG01134	HG01261	HG01261	5.474	1	5.474	0.09952727272727273	third-degree
HG01134	HG01134	HG01276	HG01276	5.131	1	5.131	0.09329090909090909	third-degree
HG01134	HG01134	HG01347	HG01347	5.135	1	5.135	0.09336363636363636	third-degree
HG01134	HG01134	HG01389	HG01389	4.139	1	4.139	0.07525454545454546	unrelated
HG01134	HG01134	HG01391	HG01391	5.603	1	5.603	0.10187272727272727	third-degree
HG01134	HG01134	HG01492	HG01492	23.543	4	12.682	0.42805454545454547	full-sibling
HG01134	HG01134	HG01493	HG01493	24.283	3	12.682	0.4415090909090909	full-sibling
HG01134	HG01134	HG01550	HG01550	5.595	1	5.595	0.10172727272727272	third-degree
HG01134	HG01134	HG01552	HG01552	5.617	1	5.617	0.10212727272727273	third-degree
HG01135	HG01135	HG01274	HG01274	6.544	1	6.544	0.11898181818181817	third-degree
HG01135	HG01135	HG01276	HG01276	11.675	2	6.544	0.21227272727272728	second-degree
HG01135	HG01135	HG01278	HG01278	7.659	1	7.659	0.13925454545454546	third-degree
HG01135	HG01135	HG01279	HG01279	7.659	1	7.659	0.13925454545454546	third-degree
HG01135	HG01135	HG01347	HG01347	11.664	2	6.529	0.21207272727272727	second-degree
HG01135	HG01135	HG01356	HG01356	8.419	1	8.419	0.15307272727272728	third-degree
HG01135	HG01135	HG01389	HG01389	4.139	1	4.139	0.07525454545454546	unrelated
HG01135	HG01135	HG01391	HG01391	5.603	1	5.603	0.10187272727272727	third-degree
HG01135	HG01135	HG01516	HG01516	5.405	1	5.405	0.09827272727272728	third-degree
HG01135	HG01135	HG01517	HG01517	5.291	1	5.291	0.09620000000000001	third-degree
HG01135	HG01135	HG01550	HG01550	8.678	2	5.595	0.1577818181818182	third-degree
HG01135	HG01135	HG01552	HG01552	8.7	2	5.617	0.15818181818181817	third-degree
HG01136	HG01136	HG01138	HG01138	27.187	7	6.58	0.4943090909090909	full-sibling
HG01136	HG01136	HG01378	HG01378	7.111	1	7.111	0.1292909090909091	third-degree
HG01136	HG01136	HG01379	HG01379	4.504	1	4.504	0.08189090909090908	unrelated
HG01137	HG01137	HG01138	HG01138	31.927	7	7.554	0.5804909090909091	full-sibling
HG01137	HG01137	HG01251	HG01251	9.385	2	5.411	0.17063636363636364	third-degree
HG01138	HG01138	HG01250	HG01250	3.655	1	3.655	0.06645454545454545	unrelated
HG01139	HG01139	HG01141	HG01141	43.0	6	12.098	0.7818181818181819	full-sibling
HG01139	HG01139	HG01274	HG01274	3.162	1	3.162	0.05749090909090909	unrelated
HG01139	HG01139	HG01551	HG01551	10.503	2	5.627	0.19096363636363636	second-degree
HG01140	HG01140	HG01141	HG01141	56.035	10	8.584	1.0188181818181818	full-sibling
HG01140	HG01140	HG01258	HG01258	3.048	1	3.048	0.05541818181818182	unrelated
HG01140	HG01140	HG01277	HG01277	10.0	3	3.584	0.18181818181818182	second-degree
HG01140	HG01140	HG01278	HG01278	3.584	1	3.584	0.06516363636363637	unrelated
HG01140	HG01140	HG01279	HG01279	13.326	4	3.584	0.2422909090909091	second-degree
HG01140	HG01140	HG01366	HG01366	3.286	1	3.286	0.059745454545454546	unrelated
HG01141	HG01141	HG01258	HG01258	6.236000000000001	2	3.188	0.1133818181818182	third-degree
HG01141	HG01141	HG01274	HG01274	5.207	1	5.207	0.09467272727272727	third-degree
HG01141	HG01141	HG01277	HG01277	3.083	1	3.083	0.05605454545454546	unrelated
HG01141	HG01141	HG01279	HG01279	8.632000000000001	2	5.549	0.15694545454545458	third-degree
HG01141	HG01141	HG01366	HG01366	3.286	1	3.286	0.059745454545454546	unrelated
HG01141	HG01141	HG01551	HG01551	5.627	1	5.627	0.1023090909090909	third-degree
HG01148	HG01148	HG01150	HG01150	60.447	9	10.399	1.0990363636363636	full-sibling
HG01148	HG01148	HG01254	HG01254	4.832	1	4.832	0.08785454545454545	unrelated
HG01148	HG01148	HG01255	HG01255	4.832	1	4.832	0.08785454545454545	unrelated
HG01148	HG01148	HG01345	HG01345	6.23	1	6.23	0.11327272727272727	third-degree
HG01148	HG01148	HG01346	HG01346	4.682	1	4.682	0.08512727272727273	unrelated
HG01148	HG01148	HG01350	HG01350	9.620999999999999	2	5.302	0.1749272727272727	third-degree
HG01148	HG01148	HG01352	HG01352	14.847999999999999	2	8.112	0.26996363636363635	second-degree
HG01148	HG01148	HG01495	HG01495	4.753	1	4.753	0.08641818181818182	unrelated
HG01148	HG01148	HG01496	HG01496	5.069	1	5.069	0.09216363636363636	third-degree
HG01148	HG01148	HG01498	HG01498	8.294	2	4.919	0.15080000000000002	third-degree
HG01148	HG01148	HG01499	HG01499	7.222	1	7.222	0.1313090909090909	third-degree
HG01149	HG01149	HG01150	HG01150	50.314	6	21.984	0.9148	full-sibling
HG01149	HG01149	HG01260	HG01260	3.161	1	3.161	0.05747272727272727	unrelated
HG01149	HG01149	HG01261	HG01261	3.161	1	3.161	0.05747272727272727	unrelated
HG01150	HG01150	HG01254	HG01254	4.832	1	4.832	0.08785454545454545	unrelated
HG01150	HG01150	HG01255	HG01255	4.832	1	4.832	0.08785454545454545	unrelated
HG01150	HG01150	HG01350	HG01350	9.459	2	5.14	0.17198181818181818	third-degree
HG01150	HG01150	HG01352	HG01352	12.256	2	7.116	0.22283636363636364	second-degree
HG01150	HG01150	HG01495	HG01495	6.793	1	6.793	0.12350909090909092	third-degree
HG01150	HG01150	HG01496	HG01496	9.708	2	5.069	0.17650909090909092	third-degree
HG01167	HG01167	HG01169	HG01169	41.687000000000005	3	27.972	0.7579454545454546	parent-child
HG01167	HG01167	HG01182	HG01182	5.284	1	5.284	0.09607272727272727	third-degree
HG01167	HG01167	HG01190	HG01190	9.924	2	6.885	0.18043636363636362	third-degree
HG01167	HG01167	HG01191	HG01191	5.564	1	5.564	0.10116363636363636	third-degree
HG01167	HG01167	HG01192	HG01192	3.472	1	3.472	0.06312727272727273	unrelated
HG01168	HG01168	HG01169	HG01169	50.914	8	11.153	0.9257090909090909	full-sibling
HG01168	HG01168	HG01171	HG01171	11.155000000000001	2	7.439	0.20281818181818184	second-degree
HG01169	HG01169	HG01171	HG01171	4.909	1	4.909	0.08925454545454545	unrelated
HG01169	HG01169	HG01182	HG01182	5.284	1	5.284	0.09607272727272727	third-degree
HG01169	HG01169	HG01188	HG01188	3.6	1	3.6	0.06545454545454546	unrelated
HG01170	HG01170	HG01172	HG01172	40.11	7	11.267	0.7292727272727273	full-sibling
HG01171	HG01171	HG01172	HG01172	45.823	6	13.536	0.8331454545454545	full-sibling
HG01171	HG01171	HG01177	HG01177	7.07	1	7.07	0.12854545454545455	third-degree
HG01171	HG01171	HG01178	HG01178	10.866	2	7.07	0.19756363636363636	second-degree
HG01172	HG01172	HG01177	HG01177	9.006	1	9.006	0.16374545454545456	third-degree
HG01172	HG01172	HG01178	HG01178	12.802	2	9.006	0.23276363636363637	second-degree
HG01172	HG01172	HG01189	HG01189	3.153	1	3.153	0.05732727272727273	unrelated
HG01173	HG01173	HG01175	HG01175	57.671	5	23.66	1.0485636363636364	full-sibling
HG01173	HG01173	HG01183	HG01183	3.729	1	3.729	0.0678	unrelated
HG01173	HG01173	HG01184	HG01184	3.729	1	3.729	0.0678	unrelated
HG01173	HG01173	HG01204	HG01204	9.645	2	5.402	0.17536363636363636	third-degree
HG01173	HG01173	HG01206	HG01206	9.645	2	5.402	0.17536363636363636	third-degree
HG01174	HG01174	HG01175	HG01175	60.459	9	15.737	1.0992545454545455	full-sibling
HG01174	HG01174	HG01695	HG01695	3.427	1	3.427	0.06230909090909091	unrelated
HG01175	HG01175	HG01183	HG01183	3.729	1	3.729	0.0678	unrelated
HG01175	HG01175	HG01184	HG01184	3.729	1	3.729	0.0678	unrelated
HG01175	HG01175	HG01198	HG01198	3.66	1	3.66	0.06654545454545455	unrelated
HG01175	HG01175	HG01199	HG01199	3.66	1	3.66	0.06654545454545455	unrelated
HG01175	HG01175	HG01204	HG01204	12.17	2	6.41	0.22127272727272726	second-degree
HG01175	HG01175	HG01206	HG01206	11.947	2	6.187	0.2172181818181818	second-degree
HG01175	HG01175	HG01695	HG01695	3.427	1	3.427	0.06230909090909091	unrelated
HG01176	HG01176	HG01178	HG01178	59.776	8	19.838	1.0868363636363636	full-sibling
HG01176	HG01176	HG01248	HG01248	3.298	1	3.298	0.059963636363636365	unrelated
HG01177	HG01177	HG01178	HG01178	55.224000000000004	7	12.907	1.0040727272727274	full-sibling
HG01177	HG01177	HG01187	HG01187	4.38	1	4.38	0.07963636363636363	unrelated
HG01177	HG01177	HG01189	HG01189	6.123	1	6.123	0.11132727272727273	third-degree
HG01177	HG01177	HG01191	HG01191	3.142	1	3.142	0.05712727272727273	unrelated
HG01178	HG01178	HG01187	HG01187	4.38	1	4.38	0.07963636363636363	unrelated
HG01178	HG01178	HG01189	HG01189	6.123	1	6.123	0.11132727272727273	third-degree
HG01178	HG01178	HG01191	HG01191	3.142	1	3.142	0.05712727272727273	unrelated
HG01182	HG01182	HG01184	HG01184	50.509	7	15.961	0.9183454545454546	full-sibling
HG01183	HG01183	HG01184	HG01184	56.328	8	14.393	1.0241454545454547	full-sibling
HG01183	HG01183	HG01204	HG01204	3.214	1	3.214	0.058436363636363634	unrelated
HG01183	HG01183	HG01206	HG01206	3.214	1	3.214	0.058436363636363634	unrelated
HG01183	HG01183	HG01241	HG01241	3.95	1	3.95	0.07181818181818182	unrelated
HG01184	HG01184	HG01204	HG01204	3.319	1	3.319	0.06034545454545454	unrelated
HG01184	HG01184	HG01206	HG01206	3.396	1	3.396	0.06174545454545454	unrelated
HG01187	HG01187	HG01189	HG01189	43.925	6	13.458	0.7986363636363636	full-sibling
HG01187	HG01187	HG01197	HG01197	3.025	1	3.025	0.055	unrelated
HG01187	HG01187	HG01199	HG01199	5.176	1	5.176	0.0941090909090909	third-degree
HG01187	HG01187	NA12817	NA12817	3.05	1	3.05	0.05545454545454545	unrelated
HG01187	HG01187	NA12828	NA12828	3.05	1	3.05	0.05545454545454545	unrelated
HG01188	HG01188	HG01189	HG01189	43.688	7	9.454	0.7943272727272728	full-sibling
HG01188	HG01188	HG01191	HG01191	3.541	1	3.541	0.06438181818181818	unrelated
HG01188	HG01188	HG01192	HG01192	3.541	1	3.541	0.06438181818181818	unrelated
HG01188	HG01188	HG01247	HG01247	3.697	1	3.697	0.06721818181818182	unrelated
HG01188	HG01188	HG02012	HG02012	3.845	1	3.845	0.0699090909090909	unrelated
HG01189	HG01189	HG01191	HG01191	3.541	1	3.541	0.06438181818181818	unrelated
HG01189	HG01189	HG01192	HG01192	3.541	1	3.541	0.06438181818181818	unrelated
HG01189	HG01189	HG01197	HG01197	3.025	1	3.025	0.055	unrelated
HG01189	HG01189	HG01199	HG01199	5.176	1	5.176	0.0941090909090909	third-degree
HG01189	HG01189	HG02012	HG02012	3.845	1	3.845	0.0699090909090909	unrelated
HG01190	HG01190	HG01191	HG01191	4.771	1	4.771	0.08674545454545454	unrelated
HG01190	HG01190	HG01192	HG01192	32.324	4	14.112	0.5877090909090908	full-sibling
HG01190	HG01190	HG01197	HG01197	3.304	1	3.304	0.06007272727272727	unrelated
HG01191	HG01191	HG01192	HG01192	44.704	5	25.838	0.8128	full-sibling
HG01197	HG01197	HG01199	HG01199	42.962	8	9.214	0.7811272727272728	full-sibling
HG01198	HG01198	HG01199	HG01199	39.66	7	9.594	0.721090909090909	full-sibling
HG01198	HG01198	HG01247	HG01247	3.155	1	3.155	0.05736363636363636	unrelated
HG01199	HG01199	HG01247	HG01247	3.155	1	3.155	0.05736363636363636	unrelated
HG01204	HG01204	HG01206	HG01206	43.106	7	11.188	0.7837454545454545	full-sibling
HG01205	HG01205	HG01206	HG01206	47.599	6	15.001	0.8654363636363636	full-sibling
HG01241	HG01241	HG01243	HG01243	28.471	7	4.819	0.5176545454545455	full-sibling
HG01242	HG01242	HG01243	HG01243	22.854	5	7.192	0.4155272727272727	full-sibling
HG01250	HG01250	HG01252	HG01252	57.882999999999996	10	11.448	1.0524181818181817	full-sibling
HG01250	HG01250	HG01261	HG01261	4.319	1	4.319	0.07852727272727272	unrelated
HG01251	HG01251	HG01252	HG01252	55.753	8	16.674	1.0136909090909092	full-sibling
HG01251	HG01251	HG01271	HG01271	5.502	1	5.502	0.10003636363636363	third-degree
HG01251	HG01251	HG01275	HG01275	8.655	1	8.655	0.15736363636363634	third-degree
HG01251	HG01251	HG01346	HG01346	5.436	1	5.436	0.09883636363636364	third-degree
HG01251	HG01251	HG01359	HG01359	3.156	1	3.156	0.05738181818181819	unrelated
HG01251	HG01251	HG01361	HG01361	3.535	1	3.535	0.06427272727272727	unrelated
HG01252	HG01252	HG01271	HG01271	5.595	1	5.595	0.10172727272727272	third-degree
HG01252	HG01252	HG01275	HG01275	8.655	1	8.655	0.15736363636363634	third-degree
HG01252	HG01252	HG01346	HG01346	5.603	1	5.603	0.10187272727272727	third-degree
HG01252	HG01252	HG01491	HG01491	3.919	1	3.919	0.07125454545454546	unrelated
HG01253	HG01253	HG01255	HG01255	41.116	8	11.777	0.7475636363636363	full-sibling
HG01253	HG01253	HG01347	HG01347	10.222000000000001	2	5.115	0.18585454545454547	second-degree
HG01253	HG01253	HG01378	HG01378	5.107	1	5.107	0.09285454545454545	third-degree
HG01254	HG01254	HG01255	HG01255	48.571999999999996	8	10.818	0.8831272727272726	full-sibling
HG01254	HG01254	HG01350	HG01350	6.563	1	6.563	0.11932727272727273	third-degree
HG01254	HG01254	HG01352	HG01352	6.563	1	6.563	0.11932727272727273	third-degree
HG01255	HG01255	HG01274	HG01274	4.221	1	4.221	0.07674545454545455	unrelated
HG01255	HG01255	HG01276	HG01276	4.221	1	4.221	0.07674545454545455	unrelated
HG01255	HG01255	HG01347	HG01347	12.076	2	6.864	0.21956363636363638	second-degree
HG01255	HG01255	HG01350	HG01350	10.916	1	10.916	0.19847272727272727	second-degree
HG01255	HG01255	HG01352	HG01352	10.916	1	10.916	0.19847272727272727	second-degree
HG01255	HG01255	HG01378	HG01378	7.916	1	7.916	0.14392727272727274	third-degree
HG01256	HG01256	HG01258	HG01258	58.595	11	14.405	1.0653636363636363	full-sibling
HG01256	HG01256	HG01351	HG01351	3.083	1	3.083	0.05605454545454546	unrelated
HG01256	HG01256	HG01352	HG01352	6.529	1	6.529	0.1187090909090909	third-degree
HG01256	HG01256	HG01383	HG01383	4.06	1	4.06	0.07381818181818181	unrelated
HG01256	HG01256	HG01438	HG01438	8.193	2	4.755	0.14896363636363635	third-degree
HG01257	HG01257	HG01258	HG01258	47.606	8	12.291	0.8655636363636364	full-sibling
HG01257	HG01257	HG01376	HG01376	4.821	1	4.821	0.08765454545454544	unrelated
HG01257	HG01257	HG01431	HG01431	5.548	1	5.548	0.10087272727272727	third-degree
HG01257	HG01257	HG01604	HG01604	4.745	1	4.745	0.08627272727272728	unrelated
HG01257	HG01257	HG01605	HG01605	4.745	1	4.745	0.08627272727272728	unrelated
HG01258	HG01258	HG01351	HG01351	3.083	1	3.083	0.05605454545454546	unrelated
HG01258	HG01258	HG01352	HG01352	7.491	1	7.491	0.1362	third-degree
HG01258	HG01258	HG01383	HG01383	4.439	1	4.439	0.08070909090909091	unrelated
HG01258	HG01258	HG01431	HG01431	5.718	1	5.718	0.10396363636363637	third-degree
HG01258	HG01258	HG01604	HG01604	3.308	1	3.308	0.060145454545454544	unrelated
HG01258	HG01258	HG01605	HG01605	3.308	1	3.308	0.060145454545454544	unrelated
HG01259	HG01259	HG01261	HG01261	45.028	6	15.111	0.818690909090909	full-sibling
HG01259	HG01259	HG01437	HG01437	9.229	2	5.821	0.16779999999999998	third-degree
HG01259	HG01259	HG01439	HG01439	11.338	3	4.563	0.20614545454545452	second-degree
HG01259	HG01259	HG01492	HG01492	5.474	1	5.474	0.09952727272727273	third-degree
HG01259	HG01259	HG01493	HG01493	5.474	1	5.474	0.09952727272727273	third-degree
HG01260	HG01260	HG01261	HG01261	46.704	4	16.816	0.8491636363636363	parent-child
HG01260	HG01260	HG01374	HG01374	16.894	4	4.879	0.30716363636363636	second-degree
HG01260	HG01260	HG01376	HG01376	4.601	1	4.601	0.08365454545454545	unrelated
HG01260	HG01260	HG01466	HG01466	3.993	1	3.993	0.0726	unrelated
HG01260	HG01260	HG01550	HG01550	9.172	2	4.723	0.16676363636363636	third-degree
HG01261	HG01261	HG01492	HG01492	5.474	1	5.474	0.09952727272727273	third-degree
HG01261	HG01261	HG01493	HG01493	5.474	1	5.474	0.09952727272727273	third-degree
HG01261	HG01261	HG01497	HG01497	3.863	1	3.863	0.07023636363636364	unrelated
HG01261	HG01261	HG01499	HG01499	4.534	1	4.534	0.08243636363636363	unrelated
HG01271	HG01271	HG01273	HG01273	41.522	5	12.977	0.7549454545454545	full-sibling
HG01271	HG01271	HG01345	HG01345	5.087	1	5.087	0.09249090909090908	third-degree
HG01271	HG01271	HG01346	HG01346	13.201	2	7.699	0.24001818181818182	second-degree
HG01271	HG01271	HG01357	HG01357	6.431	1	6.431	0.11692727272727273	third-degree
HG01271	HG01271	HG01358	HG01358	7.055	1	7.055	0.12827272727272726	third-degree
HG01271	HG01271	HG01389	HG01389	3.898	1	3.898	0.07087272727272728	unrelated
HG01272	HG01272	HG01273	HG01273	33.051	8	5.998	0.6009272727272728	full-sibling
HG01272	HG01272	HG01354	HG01354	4.6	1	4.6	0.08363636363636363	unrelated
HG01272	HG01272	HG01355	HG01355	7.776999999999999	2	4.6	0.1414	third-degree
HG01273	HG01273	HG01354	HG01354	12.404	2	9.236	0.22552727272727272	second-degree
HG01273	HG01273	HG01355	HG01355	12.575	1	12.575	0.2286363636363636	second-degree
HG01274	HG01274	HG01276	HG01276	50.434	6	19.627	0.9169818181818181	full-sibling
HG01274	HG01274	HG01347	HG01347	3.216	1	3.216	0.05847272727272727	unrelated
HG01274	HG01274	HG01349	HG01349	8.411999999999999	2	5.196	0.15294545454545452	third-degree
HG01274	HG01274	HG01350	HG01350	6.637	1	6.637	0.12067272727272726	third-degree
HG01274	HG01274	HG01352	HG01352	7.811	1	7.811	0.14201818181818182	third-degree
HG01274	HG01274	HG01359	HG01359	3.868	1	3.868	0.07032727272727272	unrelated
HG01274	HG01274	HG01377	HG01377	3.613	1	3.613	0.06569090909090909	unrelated
HG01274	HG01274	HG01379	HG01379	3.613	1	3.613	0.06569090909090909	unrelated
HG01274	HG01274	HG01383	HG01383	3.083	1	3.083	0.05605454545454546	unrelated
HG01275	HG01275	HG01276	HG01276	51.494	3	33.538	0.9362545454545455	parent-child
HG01275	HG01275	HG01357	HG01357	7.295	1	7.295	0.13263636363636364	third-degree
HG01275	HG01275	HG01432	HG01432	4.639	1	4.639	0.08434545454545454	unrelated
HG01275	HG01275	HG01433	HG01433	7.699	2	3.944	0.13998181818181818	third-degree
HG01276	HG01276	HG01347	HG01347	8.321	2	4.671	0.1512909090909091	third-degree
HG01276	HG01276	HG01349	HG01349	7.057	2	3.624	0.12830909090909093	third-degree
HG01276	HG01276	HG01350	HG01350	6.637	1	6.637	0.12067272727272726	third-degree
HG01276	HG01276	HG01352	HG01352	7.995	1	7.995	0.14536363636363636	third-degree
HG01276	HG01276	HG01357	HG01357	7.849	1	7.849	0.14270909090909092	third-degree
