fid1	iid1	fid2	iid2	total_ibd_cm	num_segments	max_segment_cm	proportion_shared	predicted_relationship
HG01888	HG01888	NA19221	NA19221	4.65	1	4.65	0.08454545454545455	unrelated
HG01889	HG01889	HG01891	HG01891	49.211	7	13.04	0.8947454545454545	full-sibling
HG01890	HG01890	HG01891	HG01891	41.457	6	11.702	0.7537636363636364	full-sibling
HG01890	HG01890	HG02974	HG02974	3.035	1	3.035	0.055181818181818186	unrelated
HG01891	HG01891	HG02974	HG02974	3.035	1	3.035	0.055181818181818186	unrelated
HG01892	HG01892	HG01898	HG01898	45.687	8	8.339	0.8306727272727272	full-sibling
HG01893	HG01893	HG01898	HG01898	42.077	7	11.108	0.7650363636363636	full-sibling
HG01894	HG01894	HG01895	HG01895	31.774	6	8.301	0.577709090909091	full-sibling
HG01895	HG01895	HG01912	HG01912	42.896	7	8.101	0.7799272727272727	full-sibling
HG01896	HG01896	HG01897	HG01897	32.611	6	7.761	0.5929272727272726	full-sibling
HG01896	HG01896	HG02144	HG02144	3.485	1	3.485	0.06336363636363636	unrelated
HG01897	HG01897	HG02013	HG02013	37.587	6	12.813	0.6834	full-sibling
HG01897	HG01897	HG02144	HG02144	6.75	2	3.485	0.12272727272727273	third-degree
HG01914	HG01914	HG01916	HG01916	19.045	5	4.361	0.3462727272727273	second-degree
HG01915	HG01915	HG01916	HG01916	42.825	7	11.625	0.7786363636363637	full-sibling
HG01917	HG01917	HG01919	HG01919	36.241	6	9.732	0.6589272727272727	full-sibling
HG01918	HG01918	HG01919	HG01919	56.911	11	10.14	1.0347454545454546	full-sibling
HG01920	HG01920	HG01922	HG01922	40.954	7	10.76	0.7446181818181818	full-sibling
HG01920	HG01920	HG02261	HG02261	4.151	1	4.151	0.07547272727272727	unrelated
HG01921	HG01921	HG01922	HG01922	39.42	6	11.896	0.7167272727272728	full-sibling
HG01923	HG01923	HG01925	HG01925	24.05	6	4.835	0.4372727272727273	full-sibling
HG01923	HG01923	NA19728	NA19728	3.05	1	3.05	0.05545454545454545	unrelated
HG01924	HG01924	HG01925	HG01925	24.597	5	5.348	0.44721818181818185	full-sibling
HG01926	HG01926	HG01928	HG01928	49.347	6	16.437	0.8972181818181818	full-sibling
HG01927	HG01927	HG01928	HG01928	45.332	8	13.177	0.8242181818181818	full-sibling
HG01932	HG01932	HG01934	HG01934	33.253	7	8.567	0.6046	full-sibling
HG01933	HG01933	HG01934	HG01934	38.193	7	9.432	0.6944181818181818	full-sibling
HG01935	HG01935	HG01937	HG01937	39.374	8	11.524	0.7158909090909091	full-sibling
HG01936	HG01936	HG01937	HG01937	50.371	8	10.794	0.9158363636363637	full-sibling
HG01936	HG01936	HG01983	HG01983	28.206	5	7.382	0.5128363636363636	full-sibling
HG01938	HG01938	HG01940	HG01940	55.252	9	14.262	1.0045818181818182	full-sibling
HG01938	HG01938	HG02105	HG02105	7.9990000000000006	2	4.787	0.14543636363636364	third-degree
HG01939	HG01939	HG01940	HG01940	56.71	8	11.2	1.031090909090909	full-sibling
HG01939	HG01939	HG01942	HG01942	3.533	1	3.533	0.06423636363636363	unrelated
HG01939	HG01939	HG01943	HG01943	6.961	2	3.533	0.12656363636363638	third-degree
HG01939	HG01939	HG01967	HG01967	7.4799999999999995	2	4.052	0.13599999999999998	third-degree
HG01940	HG01940	HG01942	HG01942	3.437	1	3.437	0.06249090909090909	unrelated
HG01940	HG01940	HG01943	HG01943	6.865	2	3.437	0.12481818181818183	third-degree
HG01940	HG01940	HG01967	HG01967	7.4799999999999995	2	4.052	0.13599999999999998	third-degree
HG01940	HG01940	HG02105	HG02105	9.465	2	4.787	0.1720909090909091	third-degree
HG01940	HG01940	NA19669	NA19669	4.121	1	4.121	0.07492727272727273	unrelated
HG01941	HG01941	HG01943	HG01943	37.973	5	15.448	0.6904181818181818	full-sibling
HG01942	HG01942	HG01943	HG01943	36.501	5	10.213	0.6636545454545454	full-sibling
HG01942	HG01942	HG01967	HG01967	3.164	1	3.164	0.05752727272727273	unrelated
HG01942	HG01942	HG01969	HG01969	3.164	1	3.164	0.05752727272727273	unrelated
HG01943	HG01943	HG01967	HG01967	7.314	1	7.314	0.13298181818181817	third-degree
HG01943	HG01943	HG01969	HG01969	6.773	1	6.773	0.12314545454545454	third-degree
HG01944	HG01944	HG01946	HG01946	53.229	8	10.37	0.9678	full-sibling
HG01945	HG01945	HG01946	HG01946	52.278	7	11.33	0.9505090909090909	full-sibling
HG01947	HG01947	HG01949	HG01949	25.616	5	8.383	0.4657454545454545	full-sibling
HG01948	HG01948	HG01949	HG01949	30.484	8	5.2	0.5542545454545454	full-sibling
HG01950	HG01950	HG01952	HG01952	44.166	9	6.335	0.8030181818181817	full-sibling
HG01951	HG01951	HG01952	HG01952	50.811	9	10.679	0.9238363636363637	full-sibling
HG01953	HG01953	HG01955	HG01955	51.912	7	11.759	0.9438545454545454	full-sibling
HG01954	HG01954	HG01955	HG01955	55.469	8	17.76	1.0085272727272727	full-sibling
HG01958	HG01958	HG01959	HG01959	44.524	8	8.545	0.8095272727272728	full-sibling
HG01959	HG01959	HG01986	HG01986	40.067	7	9.24	0.7284909090909091	full-sibling
HG01960	HG01960	HG01988	HG01988	27.155	4	11.029	0.49372727272727274	full-sibling
HG01960	HG01960	HG01989	HG01989	30.466	6	7.754	0.5539272727272727	full-sibling
HG01967	HG01967	HG01969	HG01969	43.896	5	16.926	0.7981090909090909	full-sibling
HG01968	HG01968	HG01969	HG01969	41.758	8	6.898	0.7592363636363637	full-sibling
HG01970	HG01970	HG01972	HG01972	19.708	3	10.087	0.3583272727272727	second-degree
HG01971	HG01971	HG01972	HG01972	32.701	5	10.608	0.5945636363636364	full-sibling
HG01973	HG01973	HG01975	HG01975	47.006	7	10.843	0.8546545454545454	full-sibling
HG01974	HG01974	HG01975	HG01975	41.638999999999996	8	7.986	0.7570727272727272	full-sibling
HG01976	HG01976	HG01978	HG01978	47.284000000000006	6	22.484	0.859709090909091	full-sibling
HG01977	HG01977	HG01978	HG01978	46.047	6	10.983	0.8372181818181818	full-sibling
HG01979	HG01979	HG01981	HG01981	47.887	8	11.564	0.8706727272727273	full-sibling
HG01979	HG01979	HG02004	HG02004	3.784	1	3.784	0.0688	unrelated
HG01979	HG01979	HG02298	HG02298	3.784	1	3.784	0.0688	unrelated
HG01979	HG01979	NA19679	NA19679	3.083	1	3.083	0.05605454545454546	unrelated
HG01980	HG01980	HG01981	HG01981	37.359	6	9.363	0.6792545454545454	full-sibling
HG01981	HG01981	HG02004	HG02004	3.784	1	3.784	0.0688	unrelated
HG01981	HG01981	HG02298	HG02298	3.784	1	3.784	0.0688	unrelated
HG01981	HG01981	NA19679	NA19679	3.083	1	3.083	0.05605454545454546	unrelated
HG01982	HG01982	HG01984	HG01984	41.877	8	12.273	0.7614000000000001	full-sibling
HG01983	HG01983	HG01984	HG01984	52.494	6	16.709	0.9544363636363636	full-sibling
HG01987	HG01987	HG01990	HG01990	43.846	8	13.056	0.7971999999999999	full-sibling
HG01987	HG01987	HG02012	HG02012	50.077	8	14.525	0.910490909090909	full-sibling
HG01991	HG01991	HG01993	HG01993	44.96	7	14.552	0.8174545454545454	full-sibling
HG01992	HG01992	HG01993	HG01993	43.763	7	10.069	0.795690909090909	full-sibling
HG01997	HG01997	HG01998	HG01998	44.947	9	10.735	0.8172181818181818	full-sibling
HG01998	HG01998	HG02008	HG02008	51.737	8	15.129	0.9406727272727273	full-sibling
HG01998	HG01998	HG02287	HG02287	3.238	1	3.238	0.05887272727272727	unrelated
HG02002	HG02002	HG02004	HG02004	31.465000000000003	7	7.025	0.5720909090909092	full-sibling
HG02002	HG02002	HG02298	HG02298	3.516	1	3.516	0.06392727272727272	unrelated
HG02003	HG02003	HG02004	HG02004	54.153999999999996	10	7.777	0.9846181818181817	full-sibling
HG02004	HG02004	HG02298	HG02298	9.683	2	6.593	0.17605454545454546	third-degree
HG02009	HG02009	HG02011	HG02011	34.196	8	5.366	0.6217454545454545	full-sibling
HG02010	HG02010	HG02011	HG02011	31.068	7	6.904	0.5648727272727273	full-sibling
HG02010	HG02010	HG03366	HG03366	3.292	1	3.292	0.05985454545454545	unrelated
HG02010	HG02010	HG03368	HG03368	3.292	1	3.292	0.05985454545454545	unrelated
HG02015	HG02015	HG02016	HG02016	41.589	7	12.453	0.7561636363636364	full-sibling
HG02015	HG02015	HG02017	HG02017	45.833999999999996	8	11.01	0.8333454545454545	full-sibling
HG02018	HG02018	HG02019	HG02019	49.402	8	17.52	0.8982181818181818	full-sibling
HG02018	HG02018	HG02020	HG02020	51.531000000000006	8	12.316	0.9369272727272728	full-sibling
HG02024	HG02024	HG02025	HG02025	44.599	8	9.433	0.810890909090909	full-sibling
HG02024	HG02024	HG02026	HG02026	42.708	7	19.007	0.7765090909090909	full-sibling
HG02027	HG02027	HG02028	HG02028	40.643	7	9.917	0.7389636363636364	full-sibling
HG02027	HG02027	HG02029	HG02029	41.242	7	7.463	0.7498545454545454	full-sibling
HG02030	HG02030	HG02031	HG02031	41.608	9	11.382	0.7565090909090909	full-sibling
HG02030	HG02030	HG02032	HG02032	44.252	10	6.138	0.8045818181818182	full-sibling
HG02053	HG02053	HG02055	HG02055	30.162000000000003	8	4.663	0.5484	full-sibling
HG02054	HG02054	HG02055	HG02055	45.504	8	8.722	0.8273454545454545	full-sibling
HG02056	HG02056	HG02057	HG02057	43.234	6	8.843	0.7860727272727273	full-sibling
HG02056	HG02056	HG02058	HG02058	32.355000000000004	6	10.581	0.5882727272727274	full-sibling
HG02059	HG02059	HG02059	HG02059	34.567	2	17.803	0.6284909090909091	parent-child
HG02059	HG02059	HG02060	HG02060	79.10900000000001	11	19.454	1.4383454545454548	full-sibling
HG02059	HG02059	HG02061	HG02061	85.529	6	19.482	1.5550727272727272	full-sibling
HG02060	HG02060	HG02061	HG02061	31.076	4	13.316	0.5650181818181819	full-sibling
HG02068	HG02068	HG02069	HG02069	32.815000000000005	7	7.355	0.5966363636363637	full-sibling
HG02068	HG02068	HG02070	HG02070	43.593	9	8.654	0.7926000000000001	full-sibling
HG02071	HG02071	HG02072	HG02072	31.389	6	9.079	0.5707090909090909	full-sibling
HG02071	HG02071	HG02073	HG02073	34.394	7	8.133	0.6253454545454545	full-sibling
HG02074	HG02074	HG02075	HG02075	54.164	8	12.162	0.9848	full-sibling
HG02074	HG02074	HG02076	HG02076	47.677	8	13.292	0.8668545454545454	full-sibling
HG02077	HG02077	HG02078	HG02078	32.835	6	6.372	0.597	full-sibling
HG02077	HG02077	HG02079	HG02079	38.412	8	6.76	0.6984	full-sibling
HG02080	HG02080	HG02081	HG02081	53.150000000000006	7	11.012	0.9663636363636364	full-sibling
HG02080	HG02080	HG02082	HG02082	53.233000000000004	9	10.498	0.9678727272727273	full-sibling
HG02083	HG02083	HG02084	HG02084	44.269999999999996	7	11.298	0.8049090909090908	full-sibling
HG02083	HG02083	HG02085	HG02085	46.016	7	10.695	0.8366545454545454	full-sibling
HG02089	HG02089	HG02091	HG02091	43.114000000000004	5	14.067	0.7838909090909092	full-sibling
HG02090	HG02090	HG02091	HG02091	43.712	9	9.828	0.7947636363636364	full-sibling
HG02104	HG02104	HG02106	HG02106	33.85	7	10.77	0.6154545454545455	full-sibling
HG02105	HG02105	HG02106	HG02106	55.044000000000004	8	11.162	1.0008000000000001	full-sibling
HG02120	HG02120	HG02121	HG02121	44.229	5	18.435	0.8041636363636363	full-sibling
HG02120	HG02120	HG02122	HG02122	56.096000000000004	10	10.704	1.0199272727272728	full-sibling
HG02126	HG02126	HG02127	HG02127	32.003	6	11.25	0.5818727272727273	full-sibling
HG02126	HG02126	HG02128	HG02128	41.495	7	8.029	0.7544545454545454	full-sibling
HG02129	HG02129	HG02130	HG02130	41.796	8	8.058	0.7599272727272727	full-sibling
HG02129	HG02129	HG02131	HG02131	38.317	7	12.009	0.6966727272727272	full-sibling
HG02132	HG02132	HG02133	HG02133	42.039	9	8.615	0.7643454545454546	full-sibling
HG02132	HG02132	HG02134	HG02134	35.35	8	6.384	0.6427272727272727	full-sibling
HG02135	HG02135	HG02136	HG02136	51.597	9	8.483	0.9381272727272727	full-sibling
HG02135	HG02135	HG02137	HG02137	54.207	6	20.4	0.9855818181818182	full-sibling
HG02135	HG02135	HG02521	HG02521	3.276	1	3.276	0.05956363636363636	unrelated
HG02143	HG02143	HG02145	HG02145	30.824	6	8.789	0.5604363636363636	full-sibling
HG02144	HG02144	HG02145	HG02145	39.721000000000004	8	9.299	0.7222000000000001	full-sibling
HG02144	HG02144	NA19225	NA19225	3.006	1	3.006	0.05465454545454545	unrelated
HG02146	HG02146	HG02148	HG02148	54.475	8	20.076	0.9904545454545455	full-sibling
HG02147	HG02147	HG02148	HG02148	36.993	5	11.281	0.6726000000000001	full-sibling
HG02220	HG02220	HG02222	HG02222	45.047	6	15.829	0.8190363636363636	full-sibling
HG02221	HG02221	HG02222	HG02222	37.335	5	13.021	0.6788181818181819	full-sibling
HG02223	HG02223	HG02225	HG02225	43.096000000000004	5	17.576	0.7835636363636365	full-sibling
HG02224	HG02224	HG02225	HG02225	40.202	6	9.382	0.7309454545454546	full-sibling
HG02229	HG02229	HG02230	HG02230	50.788000000000004	7	20.599	0.9234181818181819	full-sibling
HG02229	HG02229	HG02231	HG02231	54.061	7	16.182	0.9829272727272728	full-sibling
HG02232	HG02232	HG02234	HG02234	51.795	9	8.482	0.9417272727272727	full-sibling
HG02233	HG02233	HG02234	HG02234	51.682	6	15.19	0.9396727272727273	full-sibling
HG02235	HG02235	HG02237	HG02237	37.676	6	9.454	0.6850181818181819	full-sibling
HG02236	HG02236	HG02237	HG02237	52.402	7	13.729	0.9527636363636364	full-sibling
HG02238	HG02238	HG02240	HG02240	44.714	5	13.827	0.8129818181818181	full-sibling
HG02239	HG02239	HG02240	HG02240	59.587	10	10.91	1.0834000000000001	full-sibling
HG02255	HG02255	HG02257	HG02257	18.566	3	7.862	0.33756363636363634	second-degree
HG02256	HG02256	HG02257	HG02257	16.995	3	9.032	0.309	second-degree
HG02258	HG02258	HG02314	HG02314	22.782	5	6.908	0.4142181818181818	full-sibling
HG02258	HG02258	HG02315	HG02315	41.199	8	8.202	0.7490727272727272	full-sibling
HG02259	HG02259	HG02261	HG02261	29.885	6	9.794	0.5433636363636364	full-sibling
HG02260	HG02260	HG02261	HG02261	47.033	9	9.015	0.8551454545454545	full-sibling
HG02271	HG02271	HG02273	HG02273	29.77	5	10.263	0.5412727272727272	full-sibling
HG02272	HG02272	HG02273	HG02273	42.402	5	14.39	0.7709454545454546	full-sibling
HG02273	HG02273	HG02291	HG02291	3.189	1	3.189	0.05798181818181818	unrelated
HG02273	HG02273	HG02293	HG02293	4.145	1	4.145	0.07536363636363635	unrelated
HG02277	HG02277	HG02279	HG02279	47.527	9	10.975	0.8641272727272727	full-sibling
HG02278	HG02278	HG02279	HG02279	41.63	11	5.922	0.756909090909091	full-sibling
HG02280	HG02280	HG02307	HG02307	31.285	6	9.339	0.5688181818181818	full-sibling
HG02280	HG02280	HG02308	HG02308	25.163	4	7.561	0.4575090909090909	full-sibling
HG02281	HG02281	HG02321	HG02321	46.034	6	13.611	0.8369818181818182	full-sibling
HG02282	HG02282	HG02321	HG02321	33.888	6	7.584	0.6161454545454546	full-sibling
HG02285	HG02285	HG02287	HG02287	38.763	5	10.78	0.7047818181818182	full-sibling
HG02286	HG02286	HG02287	HG02287	37.575	6	11.211	0.6831818181818182	full-sibling
HG02291	HG02291	HG02293	HG02293	35.649	6	10.534	0.6481636363636364	full-sibling
HG02292	HG02292	HG02293	HG02293	42.918	6	15.193	0.7803272727272728	full-sibling
HG02298	HG02298	HG02300	HG02300	46.51	6	12.442	0.8456363636363636	full-sibling
HG02298	HG02298	HG02302	HG02302	55.05	11	6.693	1.0009090909090907	full-sibling
HG02298	HG02298	HG02303	HG02303	32.35	5	12.104	0.5881818181818183	full-sibling
HG02299	HG02299	HG02300	HG02300	49.391	8	12.683	0.8980181818181818	full-sibling
HG02300	HG02300	HG02302	HG02302	31.716	6	9.378	0.5766545454545454	full-sibling
HG02300	HG02300	HG02303	HG02303	13.855	2	7.451	0.2519090909090909	second-degree
HG02301	HG02301	HG02303	HG02303	54.349	8	12.09	0.9881636363636364	full-sibling
HG02302	HG02302	HG02303	HG02303	58.341	10	13.486	1.0607454545454547	full-sibling
HG02316	HG02316	HG02317	HG02317	41.138000000000005	5	19.135	0.7479636363636365	full-sibling
HG02316	HG02316	HG02318	HG02318	41.004	4	15.233	0.7455272727272727	parent-child
HG02449	HG02449	HG02451	HG02451	38.595	5	11.771	0.7017272727272728	full-sibling
HG02450	HG02450	HG02451	HG02451	42.249	8	8.792	0.7681636363636364	full-sibling
HG02461	HG02461	HG02463	HG02463	29.961	5	9.679	0.5447454545454545	full-sibling
HG02462	HG02462	HG02463	HG02463	39.049	6	10.055	0.7099818181818182	full-sibling
HG02462	HG02462	HG02611	HG02611	13.346	3	4.563	0.24265454545454546	second-degree
HG02464	HG02464	HG02466	HG02466	41.521	7	10.952	0.7549272727272728	full-sibling
HG02464	HG02464	HG02629	HG02629	4.373	1	4.373	0.07950909090909092	unrelated
HG02464	HG02464	HG02630	HG02630	4.373	1	4.373	0.07950909090909092	unrelated
HG02465	HG02465	HG02466	HG02466	47.696	8	9.042	0.8672	full-sibling
HG02465	HG02465	HG02571	HG02571	3.789	1	3.789	0.0688909090909091	unrelated
HG02465	HG02465	HG02629	HG02629	3.916	1	3.916	0.0712	unrelated
HG02465	HG02465	HG02630	HG02630	4.332	1	4.332	0.07876363636363636	unrelated
HG02466	HG02466	HG02466	HG02466	3.148	1	3.148	0.05723636363636364	unrelated
HG02466	HG02466	HG03049	HG03049	3.328	1	3.328	0.06050909090909091	unrelated
HG02490	HG02490	HG02492	HG02492	35.105	6	9.456	0.6382727272727272	full-sibling
HG02491	HG02491	HG02492	HG02492	51.496	10	9.124	0.9362909090909092	full-sibling
HG02493	HG02493	HG02495	HG02495	47.934	9	10.513	0.8715272727272727	full-sibling
HG02493	HG02493	HG02734	HG02734	3.014	1	3.014	0.054799999999999995	unrelated
HG02493	HG02493	HG02735	HG02735	3.806	1	3.806	0.0692	unrelated
HG02494	HG02494	HG02495	HG02495	51.469	9	8.711	0.9358000000000001	full-sibling
HG02495	HG02495	HG02734	HG02734	3.014	1	3.014	0.054799999999999995	unrelated
HG02495	HG02495	HG02735	HG02735	3.806	1	3.806	0.0692	unrelated
HG02512	HG02512	HG02514	HG02514	45.914	8	11.036	0.8348	full-sibling
HG02513	HG02513	HG02514	HG02514	41.085	8	7.111	0.747	full-sibling
HG02521	HG02521	HG02523	HG02523	38.858000000000004	9	8.198	0.706509090909091	full-sibling
HG02522	HG02522	HG02523	HG02523	41.022999999999996	7	12.615	0.7458727272727272	full-sibling
HG02524	HG02524	HG02526	HG02526	37.671	6	9.035	0.6849272727272727	full-sibling
HG02525	HG02525	HG02526	HG02526	45.634	8	9.641	0.829709090909091	full-sibling
HG02561	HG02561	HG02563	HG02563	46.878	8	9.397	0.8523272727272727	full-sibling
HG02562	HG02562	HG02563	HG02563	47.759	7	19.666	0.8683454545454545	full-sibling
HG02562	HG02562	HG02764	HG02764	7.122	2	3.698	0.1294909090909091	third-degree
HG02562	HG02562	HG02814	HG02814	5.217	1	5.217	0.09485454545454544	third-degree
HG02562	HG02562	HG02815	HG02815	5.217	1	5.217	0.09485454545454544	third-degree
HG02570	HG02570	HG02572	HG02572	25.692	4	10.161	0.4671272727272727	full-sibling
HG02571	HG02571	HG02572	HG02572	38.959	7	11.011	0.7083454545454546	full-sibling
HG02571	HG02571	HG02629	HG02629	7.552	2	4.47	0.1373090909090909	third-degree
HG02571	HG02571	HG02630	HG02630	7.779	2	4.343	0.14143636363636364	third-degree
HG02573	HG02573	HG02574	HG02574	5.459	1	5.459	0.09925454545454544	third-degree
HG02573	HG02573	HG02575	HG02575	39.744	9	5.668	0.7226181818181818	full-sibling
HG02574	HG02574	HG02575	HG02575	22.169	5	5.869	0.4030727272727273	full-sibling
HG02575	HG02575	HG02575	HG02575	4.626	1	4.626	0.08410909090909091	unrelated
HG02582	HG02582	HG02584	HG02584	32.063	5	7.761	0.5829636363636365	full-sibling
HG02583	HG02583	HG02584	HG02584	31.15	5	12.453	0.5663636363636363	full-sibling
HG02583	HG02583	HG02869	HG02869	5.039	1	5.039	0.09161818181818181	third-degree
HG02583	HG02583	HG02882	HG02882	3.176	1	3.176	0.05774545454545455	unrelated
HG02583	HG02583	HG02883	HG02883	3.831	1	3.831	0.06965454545454546	unrelated
HG02584	HG02584	HG02869	HG02869	5.039	1	5.039	0.09161818181818181	third-degree
HG02585	HG02585	HG02587	HG02587	32.419	8	5.712	0.5894363636363635	full-sibling
HG02585	HG02585	HG02798	HG02798	4.004	1	4.004	0.07279999999999999	unrelated
HG02585	HG02585	HG02800	HG02800	4.188	1	4.188	0.07614545454545454	unrelated
HG02586	HG02586	HG02587	HG02587	42.066	9	7.203	0.7648363636363636	full-sibling
HG02587	HG02587	HG02798	HG02798	6.555	1	6.555	0.11918181818181818	third-degree
HG02587	HG02587	HG02800	HG02800	6.739	1	6.739	0.12252727272727272	third-degree
HG02588	HG02588	HG02590	HG02590	38.504000000000005	9	6.704	0.7000727272727274	full-sibling
HG02589	HG02589	HG02590	HG02590	46.75	9	8.377	0.85	full-sibling
HG02589	HG02589	HG02840	HG02840	3.13	1	3.13	0.05690909090909091	unrelated
HG02594	HG02594	HG02596	HG02596	46.155	8	11.238	0.8391818181818183	full-sibling
HG02595	HG02595	HG02596	HG02596	44.603	8	10.593	0.8109636363636364	full-sibling
HG02595	HG02595	HG02642	HG02642	3.606	1	3.606	0.06556363636363637	unrelated
HG02595	HG02595	HG02644	HG02644	3.606	1	3.606	0.06556363636363637	unrelated
HG02596	HG02596	HG02642	HG02642	3.606	1	3.606	0.06556363636363637	unrelated
HG02596	HG02596	HG02644	HG02644	3.606	1	3.606	0.06556363636363637	unrelated
HG02600	HG02600	HG02602	HG02602	47.339	9	9.256	0.8607090909090909	full-sibling
HG02601	HG02601	HG02602	HG02602	48.87	8	11.624	0.8885454545454545	full-sibling
HG02603	HG02603	HG02605	HG02605	35.751000000000005	4	12.348	0.6500181818181819	parent-child
HG02604	HG02604	HG02604	HG02604	8.803	2	5.155	0.16005454545454548	third-degree
HG02604	HG02604	HG02605	HG02605	49.786	9	9.798	0.9052	full-sibling
HG02610	HG02610	HG02612	HG02612	38.516999999999996	6	10.136	0.7003090909090909	full-sibling
HG02610	HG02610	HG02624	HG02624	9.629999999999999	2	6.561	0.17509090909090907	third-degree
HG02611	HG02611	HG02612	HG02612	38.323	7	9.637	0.6967818181818182	full-sibling
HG02611	HG02611	HG02878	HG02878	3.09	1	3.09	0.05618181818181818	unrelated
HG02612	HG02612	HG02878	HG02878	4.716	1	4.716	0.08574545454545456	unrelated
HG02613	HG02613	HG02615	HG02615	19.891	5	5.208	0.3616545454545454	second-degree
HG02614	HG02614	HG02615	HG02615	24.728	5	6.972	0.44960000000000006	full-sibling
HG02620	HG02620	HG02621	HG02621	3.378	1	3.378	0.06141818181818182	unrelated
HG02620	HG02620	HG02622	HG02622	40.711	8	7.875	0.7402	full-sibling
HG02621	HG02621	HG02622	HG02622	32.862	8	5.812	0.5974909090909091	full-sibling
HG02623	HG02623	HG02625	HG02625	43.099000000000004	9	6.415	0.7836181818181819	full-sibling
HG02624	HG02624	HG02625	HG02625	32.308	5	9.225	0.5874181818181818	full-sibling
HG02624	HG02624	HG02643	HG02643	3.507	1	3.507	0.06376363636363637	unrelated
HG02624	HG02624	HG02644	HG02644	3.507	1	3.507	0.06376363636363637	unrelated
HG02624	HG02624	HG02837	HG02837	4.061	1	4.061	0.07383636363636363	unrelated
HG02625	HG02625	HG02643	HG02643	4.829	1	4.829	0.08779999999999999	unrelated
HG02625	HG02625	HG02644	HG02644	4.829	1	4.829	0.08779999999999999	unrelated
HG02628	HG02628	HG02630	HG02630	34.616	7	8.052	0.6293818181818182	full-sibling
HG02629	HG02629	HG02630	HG02630	50.173	11	8.874	0.9122363636363636	full-sibling
HG02634	HG02634	HG02636	HG02636	34.112	6	8.415	0.6202181818181819	full-sibling
HG02635	HG02635	HG02636	HG02636	21.267	5	5.252	0.3866727272727273	full-sibling
HG02642	HG02642	HG02644	HG02644	44.668	7	9.523	0.8121454545454545	full-sibling
HG02643	HG02643	HG02644	HG02644	41.35	8	7.405	0.7518181818181818	full-sibling
HG02644	HG02644	HG02645	HG02645	4.102	1	4.102	0.0745818181818182	unrelated
HG02645	HG02645	HG02647	HG02647	50.193	11	7.255	0.9126	full-sibling
HG02646	HG02646	HG02647	HG02647	37.604	8	8.317	0.6837090909090909	full-sibling
HG02647	HG02647	HG02860	HG02860	3.137	1	3.137	0.057036363636363635	unrelated
HG02647	HG02647	HG02862	HG02862	3.137	1	3.137	0.057036363636363635	unrelated
HG02648	HG02648	HG02649	HG02649	4.466	1	4.466	0.08120000000000001	unrelated
HG02648	HG02648	HG02650	HG02650	41.576	8	12.947	0.7559272727272728	full-sibling
HG02649	HG02649	HG02650	HG02650	43.448	7	12.166	0.7899636363636364	full-sibling
HG02651	HG02651	HG02653	HG02653	35.946	5	15.813	0.6535636363636363	full-sibling
HG02652	HG02652	HG02653	HG02653	39.873000000000005	6	11.717	0.7249636363636365	full-sibling
HG02652	HG02652	HG02792	HG02792	3.73	1	3.73	0.06781818181818182	unrelated
HG02652	HG02652	HG02794	HG02794	3.73	1	3.73	0.06781818181818182	unrelated
HG02654	HG02654	HG02656	HG02656	39.62	6	10.794	0.7203636363636363	full-sibling
HG02655	HG02655	HG02656	HG02656	26.991	6	7.006	0.49074545454545454	full-sibling
HG02656	HG02656	HG03620	HG03620	3.115	1	3.115	0.05663636363636364	unrelated
HG02657	HG02657	HG02658	HG02658	43.433	8	7.618	0.7896909090909091	full-sibling
HG02657	HG02657	HG02659	HG02659	74.653	13	15.085	1.357327272727273	full-sibling
HG02658	HG02658	HG02658	HG02658	5.496	1	5.496	0.09992727272727274	third-degree
HG02658	HG02658	HG02659	HG02659	80.188	12	17.673	1.4579636363636364	full-sibling
HG02659	HG02659	HG02659	HG02659	20.458	4	8.843	0.37196363636363633	full-sibling
HG02660	HG02660	HG02661	HG02661	7.916	2	4.288	0.14392727272727274	third-degree
HG02660	HG02660	HG02662	HG02662	56.397	10	11.707	1.0253999999999999	full-sibling
HG02661	HG02661	HG02662	HG02662	33.620000000000005	5	9.172	0.6112727272727273	full-sibling
HG02666	HG02666	HG02668	HG02668	42.831	9	8.051	0.7787454545454546	full-sibling
HG02667	HG02667	HG02668	HG02668	41.762	9	6.58	0.7593090909090909	full-sibling
HG02667	HG02667	HG02895	HG02895	6.306	1	6.306	0.11465454545454545	third-degree
HG02667	HG02667	HG02897	HG02897	7.57	1	7.57	0.13763636363636364	third-degree
HG02668	HG02668	HG02895	HG02895	6.591	1	6.591	0.11983636363636364	third-degree
HG02668	HG02668	HG02897	HG02897	6.865	1	6.865	0.12481818181818183	third-degree
HG02675	HG02675	HG02677	HG02677	34.073	6	14.199	0.6195090909090909	full-sibling
HG02676	HG02676	HG02677	HG02677	32.777	6	7.817	0.5959454545454546	full-sibling
HG02678	HG02678	HG02678	HG02678	10.264	1	10.264	0.1866181818181818	second-degree
HG02678	HG02678	HG02680	HG02680	53.918	7	12.946	0.9803272727272727	full-sibling
HG02679	HG02679	HG02680	HG02680	37.962	8	9.681	0.6902181818181818	full-sibling
HG02679	HG02679	NA19713	NA19713	3.083	1	3.083	0.05605454545454546	unrelated
HG02679	HG02679	NA19983	NA19983	3.083	1	3.083	0.05605454545454546	unrelated
HG02681	HG02681	HG02683	HG02683	38.331	7	10.423	0.6969272727272727	full-sibling
