fid1	iid1	fid2	iid2	total_ibd_cm	num_segments	predicted_relationship
HG01060	HG01060	HG01189	HG01189	4.51	1	unrelated
HG01060	HG01060	HG01197	HG01197	5.293	1	third-degree
HG01060	HG01060	HG01199	HG01199	5.293	1	third-degree
HG01060	HG01060	HG01204	HG01204	9.945	3	third-degree
HG01060	HG01060	HG01206	HG01206	8.647	2	third-degree
HG01061	HG01061	HG01062	HG01062	54.297	8	full-sibling
HG01061	HG01061	HG01070	HG01070	3.506	1	unrelated
HG01061	HG01061	HG01071	HG01071	4.829	1	unrelated
HG01062	HG01062	HG01067	HG01067	4.423	1	unrelated
HG01062	HG01062	HG01070	HG01070	3.506	1	unrelated
HG01062	HG01062	HG01071	HG01071	4.829	1	unrelated
HG01062	HG01062	HG01075	HG01075	3.53	1	unrelated
HG01062	HG01062	HG01105	HG01105	14.014	2	second-degree
HG01066	HG01066	HG01068	HG01068	54.686	6	full-sibling
HG01066	HG01066	HG01073	HG01073	3.378	1	unrelated
HG01066	HG01066	HG01094	HG01094	3.083	1	unrelated
HG01066	HG01066	HG01101	HG01101	7.129	1	third-degree
HG01066	HG01066	HG01167	HG01167	3.99	1	unrelated
HG01066	HG01066	HG01192	HG01192	7.848000000000001	2	third-degree
HG01066	HG01066	HG01197	HG01197	3.527	1	unrelated
HG01067	HG01067	HG01068	HG01068	48.125	6	full-sibling
HG01067	HG01067	HG01080	HG01080	9.172	1	third-degree
HG01067	HG01067	HG01081	HG01081	9.172	1	third-degree
HG01067	HG01067	HG01086	HG01086	3.609	1	unrelated
HG01067	HG01067	HG01087	HG01087	3.609	1	unrelated
HG01067	HG01067	HG01177	HG01177	3.609	1	unrelated
HG01067	HG01067	HG01178	HG01178	3.609	1	unrelated
HG01067	HG01067	HG01375	HG01375	3.569	1	unrelated
HG01067	HG01067	HG01376	HG01376	3.569	1	unrelated
HG01068	HG01068	HG01073	HG01073	3.609	1	unrelated
HG01068	HG01068	HG01080	HG01080	9.172	1	third-degree
HG01068	HG01068	HG01081	HG01081	9.172	1	third-degree
HG01068	HG01068	HG01167	HG01167	3.99	1	unrelated
HG01068	HG01068	HG01192	HG01192	7.848000000000001	2	third-degree
HG01068	HG01068	HG01197	HG01197	3.527	1	unrelated
HG01068	HG01068	HG01198	HG01198	3.446	1	unrelated
HG01068	HG01068	HG01199	HG01199	6.079	1	third-degree
HG01069	HG01069	HG01071	HG01071	54.838	8	full-sibling
HG01069	HG01069	HG01083	HG01083	3.672	1	unrelated
HG01069	HG01069	HG01102	HG01102	5.005	1	third-degree
HG01069	HG01069	HG01529	HG01529	3.271	1	unrelated
HG01070	HG01070	HG01071	HG01071	59.667	10	full-sibling
HG01070	HG01070	HG01171	HG01171	3.441	1	unrelated
HG01070	HG01070	HG01182	HG01182	4.752	1	unrelated
HG01070	HG01070	HG01191	HG01191	4.154	1	unrelated
HG01071	HG01071	HG01083	HG01083	3.672	1	unrelated
HG01071	HG01071	HG01171	HG01171	7.182	1	third-degree
HG01072	HG01072	HG01073	HG01073	8.787	1	third-degree
HG01072	HG01072	HG01074	HG01074	71.734	5	full-sibling
HG01072	HG01072	HG01083	HG01083	5.116	1	third-degree
HG01072	HG01072	HG01087	HG01087	4.166	1	unrelated
HG01072	HG01072	HG01173	HG01173	7.235	2	third-degree
HG01072	HG01072	HG01175	HG01175	7.615	2	third-degree
HG01072	HG01072	HG01183	HG01183	7.91	2	third-degree
HG01072	HG01072	HG01184	HG01184	10.299	2	second-degree
HG01072	HG01072	HG01187	HG01187	5.155	1	third-degree
HG01072	HG01072	HG01189	HG01189	5.866	1	third-degree
HG01072	HG01072	HG01197	HG01197	9.945	1	third-degree
HG01072	HG01072	HG01199	HG01199	11.237	2	second-degree
HG01072	HG01072	HG01204	HG01204	11.188	1	second-degree
HG01072	HG01072	HG01206	HG01206	13.342	1	second-degree
HG01073	HG01073	HG01074	HG01074	61.02	9	full-sibling
HG01073	HG01073	HG01095	HG01095	3.044	1	unrelated
HG01073	HG01073	HG01100	HG01100	3.446	1	unrelated
HG01073	HG01073	HG01106	HG01106	4.217	1	unrelated
HG01073	HG01073	HG01175	HG01175	4.94	1	unrelated
HG01073	HG01073	HG01183	HG01183	3.214	1	unrelated
HG01073	HG01073	HG01184	HG01184	3.396	1	unrelated
HG01073	HG01073	HG01204	HG01204	7.37	1	third-degree
HG01073	HG01073	HG01206	HG01206	8.787	1	third-degree
HG01073	HG01073	HG01247	HG01247	10.057	2	second-degree
HG01073	HG01073	HG01249	HG01249	3.035	1	unrelated
HG01074	HG01074	HG01074	HG01074	10.355	1	second-degree
HG01074	HG01074	HG01081	HG01081	3.089	1	unrelated
HG01074	HG01074	HG01087	HG01087	4.166	1	unrelated
HG01074	HG01074	HG01095	HG01095	3.976	1	unrelated
HG01074	HG01074	HG01098	HG01098	3.127	1	unrelated
HG01074	HG01074	HG01106	HG01106	4.489	1	unrelated
HG01074	HG01074	HG01110	HG01110	5.289	1	third-degree
HG01074	HG01074	HG01173	HG01173	7.235	2	third-degree
HG01074	HG01074	HG01175	HG01175	7.615	2	third-degree
HG01074	HG01074	HG01183	HG01183	11.123999999999999	3	second-degree
HG01074	HG01074	HG01184	HG01184	13.695	3	second-degree
HG01074	HG01074	HG01204	HG01204	20.126	2	full-sibling
HG01074	HG01074	HG01206	HG01206	23.697000000000003	2	full-sibling
HG01074	HG01074	HG01249	HG01249	7.194	1	third-degree
HG01079	HG01079	HG01081	HG01081	55.559	8	full-sibling
HG01079	HG01079	HG01111	HG01111	7.108	1	third-degree
HG01080	HG01080	HG01081	HG01081	48.577	7	full-sibling
HG01080	HG01080	HG01082	HG01082	6.028	2	third-degree
HG01080	HG01080	HG01084	HG01084	3.014	1	unrelated
HG01080	HG01080	HG01182	HG01182	5.843	1	third-degree
HG01080	HG01080	HG01187	HG01187	3.014	1	unrelated
HG01080	HG01080	HG01189	HG01189	3.014	1	unrelated
HG01081	HG01081	HG01082	HG01082	6.028	2	third-degree
HG01081	HG01081	HG01084	HG01084	3.014	1	unrelated
HG01081	HG01081	HG01182	HG01182	4.214	1	unrelated
HG01081	HG01081	HG01187	HG01187	3.014	1	unrelated
HG01081	HG01081	HG01189	HG01189	3.014	1	unrelated
HG01082	HG01082	HG01082	HG01082	19.996	2	second-degree
HG01082	HG01082	HG01084	HG01084	81.753	9	full-sibling
HG01082	HG01082	HG01104	HG01104	4.191	1	unrelated
HG01082	HG01082	HG01168	HG01168	8.998000000000001	2	third-degree
HG01082	HG01082	HG01169	HG01169	4.397	1	unrelated
HG01082	HG01082	HG01171	HG01171	9.99	2	third-degree
HG01082	HG01082	HG01187	HG01187	28.983000000000004	4	full-sibling
HG01082	HG01082	HG01189	HG01189	15.766	2	second-degree
HG01083	HG01083	HG01084	HG01084	56.633	6	full-sibling
HG01083	HG01083	HG01191	HG01191	6.657	1	third-degree
HG01083	HG01083	HG01192	HG01192	7.309	1	third-degree
HG01083	HG01083	HG02881	HG02881	4.185	1	unrelated
HG01083	HG01083	HG02883	HG02883	4.185	1	unrelated
HG01084	HG01084	HG01168	HG01168	11.348	1	second-degree
HG01084	HG01084	HG01169	HG01169	4.909	1	unrelated
HG01084	HG01084	HG01171	HG01171	13.032	2	second-degree
HG01084	HG01084	HG01187	HG01187	15.329	2	second-degree
HG01084	HG01084	HG01189	HG01189	7.883	1	third-degree
HG01084	HG01084	HG02881	HG02881	4.185	1	unrelated
HG01084	HG01084	HG02883	HG02883	4.185	1	unrelated
HG01085	HG01085	HG01087	HG01087	57.083	8	full-sibling
HG01085	HG01085	HG01094	HG01094	13.169	2	second-degree
HG01085	HG01085	HG01170	HG01170	3.297	1	unrelated
HG01086	HG01086	HG01087	HG01087	51.101	9	full-sibling
HG01086	HG01086	HG01095	HG01095	3.638	1	unrelated
HG01086	HG01086	HG01097	HG01097	5.36	1	third-degree
HG01086	HG01086	HG01099	HG01099	8.428	2	third-degree
HG01086	HG01086	HG01167	HG01167	4.328	1	unrelated
HG01086	HG01086	HG01174	HG01174	3.445	1	unrelated
HG01086	HG01086	HG01175	HG01175	5.288	1	third-degree
HG01086	HG01086	HG01177	HG01177	4.689	1	unrelated
HG01086	HG01086	HG01178	HG01178	5.603	1	third-degree
HG01086	HG01086	HG01191	HG01191	8.494	2	third-degree
HG01087	HG01087	HG01094	HG01094	17.017	2	second-degree
HG01087	HG01087	HG01095	HG01095	3.446	1	unrelated
HG01087	HG01087	HG01096	HG01096	3.796	1	unrelated
HG01087	HG01087	HG01174	HG01174	3.173	1	unrelated
HG01087	HG01087	HG01175	HG01175	5.016	1	third-degree
HG01087	HG01087	HG01177	HG01177	4.689	1	unrelated
HG01087	HG01087	HG01178	HG01178	5.595	1	third-degree
HG01087	HG01087	HG01191	HG01191	3.142	1	unrelated
HG01094	HG01094	HG01096	HG01096	50.378	9	full-sibling
HG01094	HG01094	HG01098	HG01098	5.61	1	third-degree
HG01094	HG01094	HG01102	HG01102	7.757	2	third-degree
HG01094	HG01094	HG01167	HG01167	6.126	1	third-degree
HG01094	HG01094	HG01169	HG01169	6.126	1	third-degree
HG01094	HG01094	HG01182	HG01182	9.264	1	third-degree
HG01094	HG01094	HG01198	HG01198	3.318	1	unrelated
HG01094	HG01094	HG01199	HG01199	3.318	1	unrelated
HG01095	HG01095	HG01095	HG01095	7.566	1	third-degree
HG01095	HG01095	HG01096	HG01096	68.56099999999999	9	full-sibling
HG01095	HG01095	HG01173	HG01173	16.692	2	second-degree
HG01095	HG01095	HG01175	HG01175	16.692	2	second-degree
HG01095	HG01095	HG01183	HG01183	13.078	3	second-degree
HG01095	HG01095	HG01184	HG01184	7.458	2	third-degree
HG01096	HG01096	HG01102	HG01102	8.446	2	third-degree
HG01096	HG01096	HG01167	HG01167	6.126	1	third-degree
HG01096	HG01096	HG01169	HG01169	6.126	1	third-degree
HG01096	HG01096	HG01173	HG01173	9.126	1	third-degree
HG01096	HG01096	HG01175	HG01175	9.126	1	third-degree
HG01096	HG01096	HG01182	HG01182	6.653	1	third-degree
HG01096	HG01096	HG01183	HG01183	3.729	1	unrelated
HG01096	HG01096	HG01184	HG01184	3.729	1	unrelated
HG01097	HG01097	HG01099	HG01099	46.021	8	full-sibling
HG01097	HG01097	HG01177	HG01177	6.629	1	third-degree
HG01097	HG01097	HG01178	HG01178	9.642	2	third-degree
HG01097	HG01097	HG01187	HG01187	3.202	1	unrelated
HG01097	HG01097	HG01189	HG01189	4.946	1	unrelated
HG01098	HG01098	HG01099	HG01099	49.475	7	full-sibling
HG01098	HG01098	HG01171	HG01171	5.213	1	third-degree
HG01098	HG01098	HG01172	HG01172	5.213	1	third-degree
HG01098	HG01098	HG01177	HG01177	5.213	1	third-degree
HG01098	HG01098	HG01178	HG01178	5.213	1	third-degree
HG01098	HG01098	HG01197	HG01197	5.343	1	third-degree
HG01098	HG01098	HG01199	HG01199	5.677	1	third-degree
HG01099	HG01099	HG01171	HG01171	8.227	1	third-degree
HG01099	HG01099	HG01172	HG01172	8.227	1	third-degree
HG01099	HG01099	HG01177	HG01177	17.909	2	second-degree
HG01099	HG01099	HG01178	HG01178	16.28	2	second-degree
HG01099	HG01099	HG01187	HG01187	5.789	1	third-degree
HG01099	HG01099	HG01189	HG01189	7.533	1	third-degree
HG01099	HG01099	HG01605	HG01605	3.626	1	unrelated
HG01100	HG01100	HG01101	HG01101	3.401	1	unrelated
HG01100	HG01100	HG01103	HG01103	3.401	1	unrelated
HG01100	HG01100	HG01188	HG01188	3.547	1	unrelated
HG01100	HG01100	HG01198	HG01198	3.155	1	unrelated
HG01100	HG01100	HG01199	HG01199	3.155	1	unrelated
HG01100	HG01100	HG01247	HG01247	49.44	8	full-sibling
HG01100	HG01100	HG01248	HG01248	45.25	7	full-sibling
HG01101	HG01101	HG01103	HG01103	49.429	6	full-sibling
HG01101	HG01101	HG01198	HG01198	4.503	1	unrelated
HG01101	HG01101	HG01199	HG01199	4.503	1	unrelated
HG01101	HG01101	HG01247	HG01247	3.401	1	unrelated
HG01102	HG01102	HG01103	HG01103	49.035000000000004	9	full-sibling
HG01102	HG01102	HG01173	HG01173	3.926	1	unrelated
HG01102	HG01102	HG01174	HG01174	17.578	3	second-degree
HG01102	HG01102	HG01175	HG01175	25.701	4	full-sibling
HG01102	HG01102	HG01198	HG01198	3.66	1	unrelated
HG01102	HG01102	HG01199	HG01199	3.66	1	unrelated
HG01102	HG01102	HG01695	HG01695	3.427	1	unrelated
HG01103	HG01103	HG01173	HG01173	3.926	1	unrelated
HG01103	HG01103	HG01174	HG01174	5.698	1	third-degree
HG01103	HG01103	HG01175	HG01175	11.522	2	second-degree
HG01103	HG01103	HG01198	HG01198	3.66	1	unrelated
HG01103	HG01103	HG01199	HG01199	3.66	1	unrelated
HG01103	HG01103	HG01247	HG01247	3.401	1	unrelated
HG01103	HG01103	HG01695	HG01695	3.427	1	unrelated
HG01103	HG01103	HG01781	HG01781	3.874	1	unrelated
HG01103	HG01103	NA19154	NA19154	3.75	1	unrelated
HG01104	HG01104	HG01106	HG01106	52.644	8	full-sibling
HG01105	HG01105	HG01106	HG01106	52.441	7	full-sibling
HG01105	HG01105	HG01182	HG01182	3.378	1	unrelated
HG01107	HG01107	HG01109	HG01109	22.125999999999998	4	full-sibling
HG01107	HG01107	HG01176	HG01176	4.361	1	unrelated
HG01107	HG01107	HG01248	HG01248	4.532	1	unrelated
HG01108	HG01108	HG01109	HG01109	20.647000000000002	4	full-sibling
HG01110	HG01110	HG01191	HG01191	3.106	1	unrelated
HG01110	HG01110	HG01249	HG01249	40.574999999999996	5	full-sibling
HG01111	HG01111	HG01171	HG01171	4.035	1	unrelated
HG01111	HG01111	HG01172	HG01172	4.035	1	unrelated
HG01111	HG01111	HG01249	HG01249	35.013	5	full-sibling
HG01112	HG01112	HG01114	HG01114	60.983	8	full-sibling
HG01112	HG01112	HG01254	HG01254	3.522	1	unrelated
HG01112	HG01112	HG01255	HG01255	3.522	1	unrelated
HG01112	HG01112	HG01275	HG01275	3.913	1	unrelated
HG01112	HG01112	HG01276	HG01276	3.913	1	unrelated
HG01112	HG01112	HG01357	HG01357	3.913	1	unrelated
HG01112	HG01112	HG01437	HG01437	7.885	2	third-degree
HG01112	HG01112	HG01439	HG01439	4.532	1	unrelated
HG01112	HG01112	HG01495	HG01495	8.166	2	third-degree
HG01113	HG01113	HG01114	HG01114	47.053	5	full-sibling
HG01113	HG01113	HG01140	HG01140	3.648	1	unrelated
HG01113	HG01113	HG01141	HG01141	3.641	1	unrelated
HG01113	HG01113	HG01351	HG01351	7.8919999999999995	2	third-degree
HG01113	HG01113	HG01529	HG01529	3.375	1	unrelated
HG01114	HG01114	HG01140	HG01140	4.068	1	unrelated
HG01114	HG01114	HG01141	HG01141	4.06	1	unrelated
HG01114	HG01114	HG01254	HG01254	3.522	1	unrelated
HG01114	HG01114	HG01255	HG01255	3.522	1	unrelated
HG01114	HG01114	HG01351	HG01351	4.252	1	unrelated
HG01114	HG01114	HG01529	HG01529	3.375	1	unrelated
HG01124	HG01124	HG01126	HG01126	47.657000000000004	8	full-sibling
HG01124	HG01124	HG01148	HG01148	3.331	1	unrelated
HG01124	HG01124	HG01253	HG01253	10.684000000000001	3	second-degree
HG01124	HG01124	HG01255	HG01255	11.129000000000001	2	second-degree
HG01124	HG01124	HG01274	HG01274	3.482	1	unrelated
HG01124	HG01124	HG01276	HG01276	3.482	1	unrelated
HG01124	HG01124	HG01352	HG01352	3.331	1	unrelated
HG01124	HG01124	HG01431	HG01431	3.34	1	unrelated
HG01124	HG01124	HG01433	HG01433	3.34	1	unrelated
HG01124	HG01124	HG01489	HG01489	3.083	1	unrelated
HG01124	HG01124	HG01498	HG01498	3.274	1	unrelated
HG01125	HG01125	HG01126	HG01126	47.503	7	full-sibling
HG01125	HG01125	HG01250	HG01250	3.415	1	unrelated
HG01125	HG01125	HG01254	HG01254	3.545	1	unrelated
HG01125	HG01125	HG01378	HG01378	3.531	1	unrelated
HG01125	HG01125	HG01379	HG01379	3.531	1	unrelated
HG01126	HG01126	HG01257	HG01257	3.298	1	unrelated
HG01126	HG01126	HG01489	HG01489	3.083	1	unrelated
HG01126	HG01126	HG01497	HG01497	3.511	1	unrelated
HG01126	HG01126	HG01498	HG01498	4.919	1	unrelated
HG01126	HG01126	HG01499	HG01499	3.511	1	unrelated
HG01126	HG01126	HG01531	HG01531	3.576	1	unrelated
HG01133	HG01133	HG01135	HG01135	49.243	6	full-sibling
HG01133	HG01133	HG01140	HG01140	11.717	3	second-degree
HG01133	HG01133	HG01141	HG01141	8.669	2	third-degree
HG01133	HG01133	HG01274	HG01274	6.544	1	third-degree
HG01133	HG01133	HG01276	HG01276	6.544	1	third-degree
HG01133	HG01133	HG01278	HG01278	7.659	1	third-degree
HG01133	HG01133	HG01279	HG01279	7.659	1	third-degree
HG01133	HG01133	HG01351	HG01351	3.216	1	unrelated
HG01133	HG01133	HG01352	HG01352	3.216	1	unrelated
HG01133	HG01133	HG01353	HG01353	3.833	1	unrelated
HG01133	HG01133	HG01356	HG01356	8.419	1	third-degree
HG01133	HG01133	HG01366	HG01366	9.698	2	third-degree
HG01134	HG01134	HG01135	HG01135	57.034	6	full-sibling
HG01134	HG01134	HG01259	HG01259	5.474	1	third-degree
HG01134	HG01134	HG01261	HG01261	5.474	1	third-degree
HG01134	HG01134	HG01276	HG01276	5.131	1	third-degree
HG01134	HG01134	HG01347	HG01347	5.135	1	third-degree
HG01134	HG01134	HG01389	HG01389	4.139	1	unrelated
HG01134	HG01134	HG01391	HG01391	5.603	1	third-degree
HG01134	HG01134	HG01492	HG01492	23.543	4	full-sibling
HG01134	HG01134	HG01493	HG01493	24.283	3	full-sibling
HG01134	HG01134	HG01550	HG01550	5.595	1	third-degree
HG01134	HG01134	HG01552	HG01552	5.617	1	third-degree
HG01135	HG01135	HG01274	HG01274	6.544	1	third-degree
HG01135	HG01135	HG01276	HG01276	11.675	2	second-degree
HG01135	HG01135	HG01278	HG01278	7.659	1	third-degree
HG01135	HG01135	HG01279	HG01279	7.659	1	third-degree
HG01135	HG01135	HG01347	HG01347	11.664	2	second-degree
HG01135	HG01135	HG01356	HG01356	8.419	1	third-degree
HG01135	HG01135	HG01389	HG01389	4.139	1	unrelated
HG01135	HG01135	HG01391	HG01391	5.603	1	third-degree
HG01135	HG01135	HG01516	HG01516	5.405	1	third-degree
HG01135	HG01135	HG01517	HG01517	5.291	1	third-degree
HG01135	HG01135	HG01550	HG01550	8.678	2	third-degree
HG01135	HG01135	HG01552	HG01552	8.7	2	third-degree
HG01136	HG01136	HG01138	HG01138	27.187	7	full-sibling
HG01136	HG01136	HG01378	HG01378	7.111	1	third-degree
HG01136	HG01136	HG01379	HG01379	4.504	1	unrelated
HG01137	HG01137	HG01138	HG01138	31.927	7	full-sibling
HG01137	HG01137	HG01251	HG01251	9.385	2	third-degree
HG01138	HG01138	HG01250	HG01250	3.655	1	unrelated
HG01139	HG01139	HG01141	HG01141	43.0	6	full-sibling
HG01139	HG01139	HG01274	HG01274	3.162	1	unrelated
HG01139	HG01139	HG01551	HG01551	10.503	2	second-degree
HG01140	HG01140	HG01141	HG01141	56.035	10	full-sibling
HG01140	HG01140	HG01258	HG01258	3.048	1	unrelated
HG01140	HG01140	HG01277	HG01277	10.0	3	second-degree
HG01140	HG01140	HG01278	HG01278	3.584	1	unrelated
HG01140	HG01140	HG01279	HG01279	13.326	4	second-degree
HG01140	HG01140	HG01366	HG01366	3.286	1	unrelated
HG01141	HG01141	HG01258	HG01258	6.236000000000001	2	third-degree
HG01141	HG01141	HG01274	HG01274	5.207	1	third-degree
HG01141	HG01141	HG01277	HG01277	3.083	1	unrelated
HG01141	HG01141	HG01279	HG01279	8.632000000000001	2	third-degree
HG01141	HG01141	HG01366	HG01366	3.286	1	unrelated
HG01141	HG01141	HG01551	HG01551	5.627	1	third-degree
HG01148	HG01148	HG01150	HG01150	60.447	9	full-sibling
HG01148	HG01148	HG01254	HG01254	4.832	1	unrelated
HG01148	HG01148	HG01255	HG01255	4.832	1	unrelated
HG01148	HG01148	HG01345	HG01345	6.23	1	third-degree
HG01148	HG01148	HG01346	HG01346	4.682	1	unrelated
HG01148	HG01148	HG01350	HG01350	9.620999999999999	2	third-degree
HG01148	HG01148	HG01352	HG01352	14.847999999999999	2	second-degree
HG01148	HG01148	HG01495	HG01495	4.753	1	unrelated
HG01148	HG01148	HG01496	HG01496	5.069	1	third-degree
HG01148	HG01148	HG01498	HG01498	8.294	2	third-degree
HG01148	HG01148	HG01499	HG01499	7.222	1	third-degree
HG01149	HG01149	HG01150	HG01150	50.314	6	full-sibling
HG01149	HG01149	HG01260	HG01260	3.161	1	unrelated
HG01149	HG01149	HG01261	HG01261	3.161	1	unrelated
HG01150	HG01150	HG01254	HG01254	4.832	1	unrelated
HG01150	HG01150	HG01255	HG01255	4.832	1	unrelated
HG01150	HG01150	HG01350	HG01350	9.459	2	third-degree
HG01150	HG01150	HG01352	HG01352	12.256	2	second-degree
HG01150	HG01150	HG01495	HG01495	6.793	1	third-degree
HG01150	HG01150	HG01496	HG01496	9.708	2	third-degree
HG01167	HG01167	HG01169	HG01169	41.687000000000005	3	parent-child
HG01167	HG01167	HG01182	HG01182	5.284	1	third-degree
HG01167	HG01167	HG01190	HG01190	9.924	2	third-degree
HG01167	HG01167	HG01191	HG01191	5.564	1	third-degree
HG01167	HG01167	HG01192	HG01192	3.472	1	unrelated
HG01168	HG01168	HG01169	HG01169	50.914	8	full-sibling
HG01168	HG01168	HG01171	HG01171	11.155000000000001	2	second-degree
HG01169	HG01169	HG01171	HG01171	4.909	1	unrelated
HG01169	HG01169	HG01182	HG01182	5.284	1	third-degree
HG01169	HG01169	HG01188	HG01188	3.6	1	unrelated
HG01170	HG01170	HG01172	HG01172	40.11	7	full-sibling
HG01171	HG01171	HG01172	HG01172	45.823	6	full-sibling
HG01171	HG01171	HG01177	HG01177	7.07	1	third-degree
HG01171	HG01171	HG01178	HG01178	10.866	2	second-degree
HG01172	HG01172	HG01177	HG01177	9.006	1	third-degree
HG01172	HG01172	HG01178	HG01178	12.802	2	second-degree
HG01172	HG01172	HG01189	HG01189	3.153	1	unrelated
HG01173	HG01173	HG01175	HG01175	57.671	5	full-sibling
HG01173	HG01173	HG01183	HG01183	3.729	1	unrelated
HG01173	HG01173	HG01184	HG01184	3.729	1	unrelated
HG01173	HG01173	HG01204	HG01204	9.645	2	third-degree
HG01173	HG01173	HG01206	HG01206	9.645	2	third-degree
HG01174	HG01174	HG01175	HG01175	60.459	9	full-sibling
HG01174	HG01174	HG01695	HG01695	3.427	1	unrelated
HG01175	HG01175	HG01183	HG01183	3.729	1	unrelated
HG01175	HG01175	HG01184	HG01184	3.729	1	unrelated
HG01175	HG01175	HG01198	HG01198	3.66	1	unrelated
HG01175	HG01175	HG01199	HG01199	3.66	1	unrelated
HG01175	HG01175	HG01204	HG01204	12.17	2	second-degree
HG01175	HG01175	HG01206	HG01206	11.947	2	second-degree
HG01175	HG01175	HG01695	HG01695	3.427	1	unrelated
HG01176	HG01176	HG01178	HG01178	59.776	8	full-sibling
HG01176	HG01176	HG01248	HG01248	3.298	1	unrelated
HG01177	HG01177	HG01178	HG01178	55.224000000000004	7	full-sibling
HG01177	HG01177	HG01187	HG01187	4.38	1	unrelated
HG01177	HG01177	HG01189	HG01189	6.123	1	third-degree
HG01177	HG01177	HG01191	HG01191	3.142	1	unrelated
HG01178	HG01178	HG01187	HG01187	4.38	1	unrelated
HG01178	HG01178	HG01189	HG01189	6.123	1	third-degree
HG01178	HG01178	HG01191	HG01191	3.142	1	unrelated
HG01182	HG01182	HG01184	HG01184	50.509	7	full-sibling
HG01183	HG01183	HG01184	HG01184	56.328	8	full-sibling
HG01183	HG01183	HG01204	HG01204	3.214	1	unrelated
HG01183	HG01183	HG01206	HG01206	3.214	1	unrelated
HG01183	HG01183	HG01241	HG01241	3.95	1	unrelated
HG01184	HG01184	HG01204	HG01204	3.319	1	unrelated
HG01184	HG01184	HG01206	HG01206	3.396	1	unrelated
HG01187	HG01187	HG01189	HG01189	43.925	6	full-sibling
HG01187	HG01187	HG01197	HG01197	3.025	1	unrelated
HG01187	HG01187	HG01199	HG01199	5.176	1	third-degree
HG01187	HG01187	NA12817	NA12817	3.05	1	unrelated
HG01187	HG01187	NA12828	NA12828	3.05	1	unrelated
HG01188	HG01188	HG01189	HG01189	43.688	7	full-sibling
HG01188	HG01188	HG01191	HG01191	3.541	1	unrelated
HG01188	HG01188	HG01192	HG01192	3.541	1	unrelated
HG01188	HG01188	HG01247	HG01247	3.697	1	unrelated
HG01188	HG01188	HG02012	HG02012	3.845	1	unrelated
HG01189	HG01189	HG01191	HG01191	3.541	1	unrelated
HG01189	HG01189	HG01192	HG01192	3.541	1	unrelated
HG01189	HG01189	HG01197	HG01197	3.025	1	unrelated
HG01189	HG01189	HG01199	HG01199	5.176	1	third-degree
HG01189	HG01189	HG02012	HG02012	3.845	1	unrelated
HG01190	HG01190	HG01191	HG01191	4.771	1	unrelated
HG01190	HG01190	HG01192	HG01192	32.324	4	full-sibling
HG01190	HG01190	HG01197	HG01197	3.304	1	unrelated
HG01191	HG01191	HG01192	HG01192	44.704	5	full-sibling
HG01197	HG01197	HG01199	HG01199	42.962	8	full-sibling
HG01198	HG01198	HG01199	HG01199	39.66	7	full-sibling
HG01198	HG01198	HG01247	HG01247	3.155	1	unrelated
HG01199	HG01199	HG01247	HG01247	3.155	1	unrelated
HG01204	HG01204	HG01206	HG01206	43.106	7	full-sibling
HG01205	HG01205	HG01206	HG01206	47.599	6	full-sibling
HG01241	HG01241	HG01243	HG01243	28.471	7	full-sibling
HG01242	HG01242	HG01243	HG01243	22.854	5	full-sibling
HG01250	HG01250	HG01252	HG01252	57.882999999999996	10	full-sibling
HG01250	HG01250	HG01261	HG01261	4.319	1	unrelated
HG01251	HG01251	HG01252	HG01252	55.753	8	full-sibling
HG01251	HG01251	HG01271	HG01271	5.502	1	third-degree
HG01251	HG01251	HG01275	HG01275	8.655	1	third-degree
HG01251	HG01251	HG01346	HG01346	5.436	1	third-degree
HG01251	HG01251	HG01359	HG01359	3.156	1	unrelated
HG01251	HG01251	HG01361	HG01361	3.535	1	unrelated
HG01252	HG01252	HG01271	HG01271	5.595	1	third-degree
HG01252	HG01252	HG01275	HG01275	8.655	1	third-degree
HG01252	HG01252	HG01346	HG01346	5.603	1	third-degree
HG01252	HG01252	HG01491	HG01491	3.919	1	unrelated
HG01253	HG01253	HG01255	HG01255	41.116	8	full-sibling
HG01253	HG01253	HG01347	HG01347	10.222000000000001	2	second-degree
HG01253	HG01253	HG01378	HG01378	5.107	1	third-degree
HG01254	HG01254	HG01255	HG01255	48.571999999999996	8	full-sibling
HG01254	HG01254	HG01350	HG01350	6.563	1	third-degree
HG01254	HG01254	HG01352	HG01352	6.563	1	third-degree
HG01255	HG01255	HG01274	HG01274	4.221	1	unrelated
HG01255	HG01255	HG01276	HG01276	4.221	1	unrelated
HG01255	HG01255	HG01347	HG01347	12.076	2	second-degree
HG01255	HG01255	HG01350	HG01350	10.916	1	second-degree
HG01255	HG01255	HG01352	HG01352	10.916	1	second-degree
HG01255	HG01255	HG01378	HG01378	7.916	1	third-degree
HG01256	HG01256	HG01258	HG01258	58.595	11	full-sibling
HG01256	HG01256	HG01351	HG01351	3.083	1	unrelated
HG01256	HG01256	HG01352	HG01352	6.529	1	third-degree
HG01256	HG01256	HG01383	HG01383	4.06	1	unrelated
HG01256	HG01256	HG01438	HG01438	8.193	2	third-degree
HG01257	HG01257	HG01258	HG01258	47.606	8	full-sibling
HG01257	HG01257	HG01376	HG01376	4.821	1	unrelated
HG01257	HG01257	HG01431	HG01431	5.548	1	third-degree
