fid1	iid1	fid2	iid2	total_ibd_cm	num_segments	predicted_relationship
NA10830	NA10830	NA12154	NA12154	53.313	8	full-sibling
NA10830	NA10830	NA12236	NA12236	53.427	9	full-sibling
NA10831	NA10831	NA10863	NA10863	10.228	1	second-degree
NA10831	NA10831	NA12155	NA12155	52.743	5	full-sibling
NA10831	NA10831	NA12156	NA12156	58.634	9	full-sibling
NA10831	NA10831	NA12264	NA12264	23.542	3	full-sibling
NA10835	NA10835	NA12248	NA12248	52.391	5	full-sibling
NA10835	NA10835	NA12249	NA12249	48.524	7	full-sibling
NA10836	NA10836	NA12274	NA12274	43.285	6	full-sibling
NA10836	NA10836	NA12275	NA12275	54.857	8	full-sibling
NA10836	NA10836	NA12761	NA12761	6.94	2	third-degree
NA10837	NA10837	NA12272	NA12272	43.71	8	full-sibling
NA10837	NA10837	NA12273	NA12273	55.378	11	full-sibling
NA10838	NA10838	NA11881	NA11881	3.505	1	unrelated
NA10838	NA10838	NA12003	NA12003	47.760999999999996	7	full-sibling
NA10838	NA10838	NA12004	NA12004	54.149	9	full-sibling
NA10838	NA10838	NA12239	NA12239	4.439	1	unrelated
NA10839	NA10839	NA12005	NA12005	47.693	7	full-sibling
NA10839	NA10839	NA12006	NA12006	50.339	6	full-sibling
NA10840	NA10840	NA12286	NA12286	46.555	7	full-sibling
NA10840	NA10840	NA12287	NA12287	48.304	8	full-sibling
NA10842	NA10842	NA11917	NA11917	47.286	7	full-sibling
NA10842	NA10842	NA11918	NA11918	40.760999999999996	8	full-sibling
NA10843	NA10843	NA11919	NA11919	42.271	6	full-sibling
NA10843	NA10843	NA11920	NA11920	60.870999999999995	8	full-sibling
NA10845	NA10845	NA11930	NA11930	52.582	8	full-sibling
NA10845	NA10845	NA11931	NA11931	58.616	5	full-sibling
NA10846	NA10846	NA12144	NA12144	46.572	6	full-sibling
NA10846	NA10846	NA12145	NA12145	42.456	9	full-sibling
NA10847	NA10847	NA12146	NA12146	44.456	5	full-sibling
NA10847	NA10847	NA12239	NA12239	57.278999999999996	9	full-sibling
NA10851	NA10851	NA12056	NA12056	43.342999999999996	5	full-sibling
NA10851	NA10851	NA12057	NA12057	51.057	6	full-sibling
NA10852	NA10852	NA12045	NA12045	47.89	7	full-sibling
NA10852	NA10852	NA12046	NA12046	57.195	6	full-sibling
NA10854	NA10854	NA11839	NA11839	45.107	7	full-sibling
NA10854	NA10854	NA11840	NA11840	55.827	8	full-sibling
NA10855	NA10855	NA11831	NA11831	54.303	8	full-sibling
NA10855	NA10855	NA11832	NA11832	52.015	7	full-sibling
NA10856	NA10856	NA11829	NA11829	36.708	7	full-sibling
NA10856	NA10856	NA11830	NA11830	44.18	6	full-sibling
NA10857	NA10857	NA12043	NA12043	54.586999999999996	6	full-sibling
NA10857	NA10857	NA12044	NA12044	55.41	8	full-sibling
NA10859	NA10859	NA11881	NA11881	62.952	11	full-sibling
NA10859	NA10859	NA11882	NA11882	41.627	8	full-sibling
NA10860	NA10860	NA11992	NA11992	52.253	7	full-sibling
NA10860	NA10860	NA11993	NA11993	54.934	8	full-sibling
NA10861	NA10861	NA11994	NA11994	45.625	9	full-sibling
NA10861	NA10861	NA11995	NA11995	39.144999999999996	6	full-sibling
NA10863	NA10863	NA12155	NA12155	10.228	1	second-degree
NA10863	NA10863	NA12234	NA12234	57.602	11	full-sibling
NA10863	NA10863	NA12264	NA12264	52.727	9	full-sibling
NA10864	NA10864	NA11893	NA11893	53.596000000000004	7	full-sibling
NA10864	NA10864	NA11894	NA11894	54.95399999999999	6	full-sibling
NA10865	NA10865	NA11891	NA11891	50.56	8	full-sibling
NA10865	NA10865	NA11892	NA11892	48.696	8	full-sibling
NA11881	NA11881	NA12003	NA12003	3.505	1	unrelated
NA11881	NA11881	NA12753	NA12753	3.305	1	unrelated
NA11919	NA11919	NA12044	NA12044	5.913	1	third-degree
NA11931	NA11931	NA12400	NA12400	3.306	1	unrelated
NA11931	NA11931	NA12739	NA12739	8.593	2	third-degree
NA11931	NA11931	NA12748	NA12748	7.9270000000000005	2	third-degree
NA11994	NA11994	NA11994	NA11994	3.195	1	unrelated
NA12003	NA12003	NA12239	NA12239	4.439	1	unrelated
NA12155	NA12155	NA12264	NA12264	23.542	3	full-sibling
NA12156	NA12156	NA12874	NA12874	3.949	1	unrelated
NA12335	NA12335	NA12340	NA12340	50.288	7	full-sibling
NA12335	NA12335	NA12341	NA12341	49.152	7	full-sibling
NA12336	NA12336	NA12342	NA12342	44.674	8	full-sibling
NA12336	NA12336	NA12343	NA12343	56.552	9	full-sibling
NA12344	NA12344	NA12347	NA12347	46.047000000000004	7	full-sibling
NA12344	NA12344	NA12348	NA12348	42.499	6	full-sibling
NA12376	NA12376	NA12489	NA12489	47.363	9	full-sibling
NA12376	NA12376	NA12546	NA12546	59.496	9	full-sibling
NA12386	NA12386	NA12399	NA12399	36.237	6	full-sibling
NA12386	NA12386	NA12400	NA12400	49.25	8	full-sibling
NA12413	NA12413	NA12485	NA12485	47.82899999999999	6	full-sibling
NA12414	NA12414	NA12485	NA12485	48.47	8	full-sibling
NA12707	NA12707	NA12716	NA12716	45.003	3	parent-child
NA12707	NA12707	NA12717	NA12717	38.408	7	full-sibling
NA12739	NA12739	NA12748	NA12748	43.106	8	full-sibling
NA12739	NA12739	NA12749	NA12749	45.665000000000006	8	full-sibling
NA12740	NA12740	NA12750	NA12750	56.69799999999999	7	full-sibling
NA12740	NA12740	NA12751	NA12751	48.69799999999999	7	full-sibling
NA12752	NA12752	NA12760	NA12760	62.59	7	full-sibling
NA12752	NA12752	NA12761	NA12761	42.573	7	full-sibling
NA12752	NA12752	NA12818	NA12818	13.094999999999999	2	second-degree
NA12752	NA12752	NA12830	NA12830	6.874	1	third-degree
NA12753	NA12753	NA12762	NA12762	45.871	9	full-sibling
NA12753	NA12753	NA12763	NA12763	41.294	6	full-sibling
NA12760	NA12760	NA12818	NA12818	37.982	5	full-sibling
NA12760	NA12760	NA12830	NA12830	28.878999999999998	3	full-sibling
NA12766	NA12766	NA12775	NA12775	50.825	6	full-sibling
NA12766	NA12766	NA12776	NA12776	43.986999999999995	8	full-sibling
NA12767	NA12767	NA12777	NA12777	60.706	6	full-sibling
NA12767	NA12767	NA12778	NA12778	55.855000000000004	9	full-sibling
NA12801	NA12801	NA12812	NA12812	47.968	7	full-sibling
NA12801	NA12801	NA12813	NA12813	50.079	7	full-sibling
NA12802	NA12802	NA12814	NA12814	52.325	8	full-sibling
NA12802	NA12802	NA12815	NA12815	47.205	6	full-sibling
NA12817	NA12817	NA12827	NA12827	51.59	6	full-sibling
NA12817	NA12817	NA12828	NA12828	60.101	6	full-sibling
NA12818	NA12818	NA12829	NA12829	56.572	5	full-sibling
NA12818	NA12818	NA12830	NA12830	52.573	7	full-sibling
NA12832	NA12832	NA12842	NA12842	60.094	5	full-sibling
NA12832	NA12832	NA12843	NA12843	52.884	7	full-sibling
NA12864	NA12864	NA12872	NA12872	52.193	7	full-sibling
NA12864	NA12864	NA12873	NA12873	44.156	5	full-sibling
NA12865	NA12865	NA12874	NA12874	27.574	6	full-sibling
NA12865	NA12865	NA12875	NA12875	49.422	9	full-sibling
NA12877	NA12877	NA12889	NA12889	43.654	6	full-sibling
NA12877	NA12877	NA12890	NA12890	48.356	8	full-sibling
NA12878	NA12878	NA12891	NA12891	51.89	8	full-sibling
NA12878	NA12878	NA12892	NA12892	53.312	10	full-sibling
NA18484	NA18484	NA18486	NA18486	55.328	10	full-sibling
NA18484	NA18484	NA18488	NA18488	47.857	8	full-sibling
NA18485	NA18485	NA18487	NA18487	46.828	8	full-sibling
NA18485	NA18485	NA18489	NA18489	39.698	5	full-sibling
NA18485	NA18485	NA18855	NA18855	3.059	1	unrelated
NA18485	NA18485	NA19160	NA19160	7.339	2	third-degree
NA18485	NA18485	NA19161	NA19161	5.524	1	third-degree
NA18487	NA18487	NA18855	NA18855	3.059	1	unrelated
NA18487	NA18487	NA19160	NA19160	7.339	2	third-degree
NA18487	NA18487	NA19161	NA19161	5.51	1	third-degree
NA18497	NA18497	NA18498	NA18498	50.495	10	full-sibling
NA18497	NA18497	NA18499	NA18499	37.874	7	full-sibling
NA18500	NA18500	NA18501	NA18501	36.943	7	full-sibling
NA18500	NA18500	NA18502	NA18502	25.727	5	full-sibling
NA18503	NA18503	NA18504	NA18504	48.086	8	full-sibling
NA18503	NA18503	NA18505	NA18505	37.711	6	full-sibling
NA18506	NA18506	NA18507	NA18507	49.039	9	full-sibling
NA18506	NA18506	NA18508	NA18508	44.21	7	full-sibling
NA18515	NA18515	NA18516	NA18516	48.393	10	full-sibling
NA18515	NA18515	NA18517	NA18517	49.847	12	full-sibling
NA18518	NA18518	NA18519	NA18519	32.809	7	full-sibling
NA18518	NA18518	NA18520	NA18520	44.899	9	full-sibling
NA18521	NA18521	NA18522	NA18522	32.739	7	full-sibling
NA18521	NA18521	NA18523	NA18523	41.87	8	full-sibling
NA18852	NA18852	NA18854	NA18854	45.791	8	full-sibling
NA18853	NA18853	NA18854	NA18854	45.317	8	full-sibling
NA18855	NA18855	NA18857	NA18857	39.542	7	full-sibling
NA18855	NA18855	NA18861	NA18861	5.334	1	third-degree
NA18855	NA18855	NA18863	NA18863	5.118	1	third-degree
NA18855	NA18855	NA19119	NA19119	16.892	3	second-degree
NA18855	NA18855	NA19120	NA19120	16.893	3	second-degree
NA18855	NA18855	NA19161	NA19161	3.059	1	unrelated
NA18856	NA18856	NA18857	NA18857	33.865	7	full-sibling
NA18857	NA18857	NA19119	NA19119	17.822	3	second-degree
NA18857	NA18857	NA19120	NA19120	23.217	2	full-sibling
NA18858	NA18858	NA18860	NA18860	40.978	6	full-sibling
NA18859	NA18859	NA18860	NA18860	37.606	7	full-sibling
NA18860	NA18860	NA19117	NA19117	3.319	1	unrelated
NA18860	NA18860	NA19174	NA19174	4.494	1	unrelated
NA18861	NA18861	NA18863	NA18863	36.491	6	full-sibling
NA18861	NA18861	NA19918	NA19918	3.239	1	unrelated
NA18862	NA18862	NA18863	NA18863	42.108	8	full-sibling
NA18862	NA18862	NA18913	NA18913	3.989	1	unrelated
NA18863	NA18863	NA18913	NA18913	3.974	1	unrelated
NA18867	NA18867	NA18869	NA18869	44.077	6	full-sibling
NA18867	NA18867	NA19197	NA19197	4.363	1	unrelated
NA18867	NA18867	NA19199	NA19199	4.004	1	unrelated
NA18868	NA18868	NA18869	NA18869	45.85	8	full-sibling
NA18870	NA18870	NA18872	NA18872	40.559999999999995	8	full-sibling
NA18871	NA18871	NA18872	NA18872	54.975	6	full-sibling
NA18873	NA18873	NA18875	NA18875	38.425	9	full-sibling
NA18873	NA18873	NA19184	NA19184	3.119	1	unrelated
NA18874	NA18874	NA18875	NA18875	27.89	6	full-sibling
NA18876	NA18876	NA18906	NA18906	49.205	10	full-sibling
NA18877	NA18877	NA18906	NA18906	51.937	7	full-sibling
NA18909	NA18909	NA18911	NA18911	23.477	3	full-sibling
NA18910	NA18910	NA18911	NA18911	41.872	9	full-sibling
NA18912	NA18912	NA18914	NA18914	40.678	7	full-sibling
NA18912	NA18912	NA19160	NA19160	3.888	1	unrelated
NA18913	NA18913	NA18914	NA18914	60.103	7	full-sibling
NA18913	NA18913	NA19238	NA19238	54.145	7	full-sibling
NA18913	NA18913	NA19240	NA19240	20.583	1	full-sibling
NA18914	NA18914	NA19160	NA19160	3.888	1	unrelated
NA18914	NA18914	NA19161	NA19161	3.484	1	unrelated
NA18914	NA18914	NA19238	NA19238	49.637	8	full-sibling
NA18914	NA18914	NA19240	NA19240	22.47	3	full-sibling
NA18916	NA18916	NA18930	NA18930	39.192	6	full-sibling
NA18917	NA18917	NA18930	NA18930	40.581	6	full-sibling
NA18923	NA18923	NA18925	NA18925	33.626999999999995	5	full-sibling
NA18924	NA18924	NA18925	NA18925	52.332	7	full-sibling
NA18933	NA18933	NA18935	NA18935	28.525999999999996	5	full-sibling
NA18934	NA18934	NA18935	NA18935	45.036	10	full-sibling
NA18935	NA18935	NA19119	NA19119	4.31	1	unrelated
NA18935	NA18935	NA19120	NA19120	3.333	1	unrelated
NA19092	NA19092	NA19094	NA19094	46.959	9	full-sibling
NA19092	NA19092	NA19101	NA19101	15.412	3	second-degree
NA19092	NA19092	NA19103	NA19103	16.116	3	second-degree
NA19093	NA19093	NA19094	NA19094	42.671	8	full-sibling
NA19094	NA19094	NA19101	NA19101	19.506	4	second-degree
NA19094	NA19094	NA19103	NA19103	16.57	1	second-degree
NA19095	NA19095	NA19097	NA19097	40.888	6	full-sibling
NA19096	NA19096	NA19097	NA19097	36.444	8	full-sibling
NA19098	NA19098	NA19100	NA19100	47.034	8	full-sibling
NA19099	NA19099	NA19100	NA19100	45.425	9	full-sibling
NA19101	NA19101	NA19103	NA19103	39.736	6	full-sibling
NA19102	NA19102	NA19103	NA19103	50.212	9	full-sibling
NA19107	NA19107	NA19109	NA19109	24.765	5	full-sibling
NA19108	NA19108	NA19109	NA19109	39.141	8	full-sibling
NA19113	NA19113	NA19115	NA19115	44.09	8	full-sibling
NA19113	NA19113	NA19160	NA19160	3.055	1	unrelated
NA19113	NA19113	NA19161	NA19161	3.055	1	unrelated
NA19114	NA19114	NA19115	NA19115	29.283	5	full-sibling
NA19115	NA19115	NA19160	NA19160	4.35	1	unrelated
NA19115	NA19115	NA19161	NA19161	4.35	1	unrelated
NA19116	NA19116	NA19120	NA19120	42.664	8	full-sibling
NA19117	NA19117	NA19174	NA19174	32.472	5	full-sibling
NA19118	NA19118	NA19174	NA19174	36.959	5	full-sibling
NA19119	NA19119	NA19120	NA19120	47.25	7	full-sibling
NA19121	NA19121	NA19123	NA19123	26.746000000000002	5	full-sibling
NA19122	NA19122	NA19123	NA19123	34.427	6	full-sibling
NA19127	NA19127	NA19129	NA19129	48.754	9	full-sibling
NA19128	NA19128	NA19129	NA19129	54.079	10	full-sibling
NA19130	NA19130	NA19132	NA19132	48.447	8	full-sibling
NA19131	NA19131	NA19132	NA19132	41.929	7	full-sibling
NA19137	NA19137	NA19139	NA19139	45.315	5	full-sibling
NA19138	NA19138	NA19139	NA19139	50.23	7	full-sibling
NA19140	NA19140	NA19142	NA19142	31.453	6	full-sibling
NA19141	NA19141	NA19142	NA19142	39.448	9	full-sibling
NA19143	NA19143	NA19145	NA19145	51.504	8	full-sibling
NA19144	NA19144	NA19145	NA19145	52.445	11	full-sibling
NA19146	NA19146	NA19148	NA19148	33.098	5	full-sibling
NA19147	NA19147	NA19148	NA19148	43.033	8	full-sibling
NA19149	NA19149	NA19151	NA19151	38.205	9	full-sibling
NA19150	NA19150	NA19151	NA19151	47.879	7	full-sibling
NA19152	NA19152	NA19154	NA19154	36.688	8	full-sibling
NA19152	NA19152	NA19221	NA19221	3.083	1	unrelated
NA19153	NA19153	NA19154	NA19154	46.699	8	full-sibling
NA19154	NA19154	NA19221	NA19221	4.65	1	unrelated
NA19159	NA19159	NA19161	NA19161	46.552	8	full-sibling
NA19160	NA19160	NA19161	NA19161	41.563	8	full-sibling
NA19160	NA19160	NA19203	NA19203	3.05	1	unrelated
NA19171	NA19171	NA19173	NA19173	22.845	5	full-sibling
NA19172	NA19172	NA19173	NA19173	48.425000000000004	9	full-sibling
NA19174	NA19174	NA19225	NA19225	3.249	1	unrelated
NA19175	NA19175	NA19177	NA19177	48.133	8	full-sibling
NA19175	NA19175	NA19204	NA19204	3.057	1	unrelated
NA19176	NA19176	NA19177	NA19177	53.833	10	full-sibling
NA19184	NA19184	NA19186	NA19186	50.903	7	full-sibling
NA19185	NA19185	NA19186	NA19186	50.965	8	full-sibling
NA19189	NA19189	NA19191	NA19191	42.188	7	full-sibling
NA19190	NA19190	NA19191	NA19191	32.864000000000004	6	full-sibling
NA19197	NA19197	NA19199	NA19199	43.646	9	full-sibling
NA19198	NA19198	NA19199	NA19199	41.967	8	full-sibling
NA19200	NA19200	NA19202	NA19202	44.453	9	full-sibling
NA19201	NA19201	NA19202	NA19202	43.069	10	full-sibling
NA19203	NA19203	NA19205	NA19205	42.667	7	full-sibling
NA19204	NA19204	NA19205	NA19205	42.037	8	full-sibling
NA19206	NA19206	NA19208	NA19208	50.274	10	full-sibling
NA19207	NA19207	NA19208	NA19208	44.804	8	full-sibling
NA19209	NA19209	NA19211	NA19211	39.786	7	full-sibling
NA19210	NA19210	NA19211	NA19211	40.971000000000004	8	full-sibling
NA19213	NA19213	NA19215	NA19215	40.879999999999995	7	full-sibling
NA19214	NA19214	NA19215	NA19215	41.823	9	full-sibling
NA19221	NA19221	NA19222	NA19222	40.613	8	full-sibling
NA19221	NA19221	NA19223	NA19223	47.193	10	full-sibling
NA19224	NA19224	NA19225	NA19225	41.111	6	full-sibling
NA19224	NA19224	NA19226	NA19226	41.52	7	full-sibling
NA19235	NA19235	NA19237	NA19237	23.499	5	full-sibling
NA19236	NA19236	NA19237	NA19237	45.226	9	full-sibling
NA19238	NA19238	NA19240	NA19240	48.124	6	full-sibling
NA19239	NA19239	NA19240	NA19240	39.516000000000005	7	full-sibling
NA19247	NA19247	NA19249	NA19249	37.552	7	full-sibling
NA19248	NA19248	NA19249	NA19249	29.125	6	full-sibling
NA19256	NA19256	NA19258	NA19258	39.76	6	full-sibling
NA19257	NA19257	NA19258	NA19258	41.1	8	full-sibling
NA19648	NA19648	NA19650	NA19650	45.948	7	full-sibling
NA19649	NA19649	NA19650	NA19650	54.623000000000005	6	full-sibling
NA19649	NA19649	NA19725	NA19725	11.375	1	second-degree
NA19649	NA19649	NA19727	NA19727	11.375	1	second-degree
NA19649	NA19649	NA19779	NA19779	10.329	2	second-degree
NA19649	NA19649	NA19781	NA19781	4.091	1	unrelated
NA19650	NA19650	NA19779	NA19779	10.329	2	second-degree
NA19650	NA19650	NA19781	NA19781	4.451	1	unrelated
NA19651	NA19651	NA19653	NA19653	46.303	6	full-sibling
NA19652	NA19652	NA19653	NA19653	47.757999999999996	6	full-sibling
NA19652	NA19652	NA19675	NA19675	4.032	1	unrelated
NA19652	NA19652	NA19677	NA19677	4.032	1	unrelated
NA19652	NA19652	NA19679	NA19679	4.032	1	unrelated
NA19652	NA19652	NA19726	NA19726	5.027	1	third-degree
NA19653	NA19653	NA19675	NA19675	4.032	1	unrelated
NA19653	NA19653	NA19677	NA19677	4.032	1	unrelated
NA19653	NA19653	NA19679	NA19679	4.032	1	unrelated
NA19654	NA19654	NA19656	NA19656	48.841	10	full-sibling
NA19655	NA19655	NA19656	NA19656	15.872	4	second-degree
NA19657	NA19657	NA19659	NA19659	40.742000000000004	8	full-sibling
NA19657	NA19657	NA19786	NA19786	24.073999999999998	5	full-sibling
NA19657	NA19657	NA19787	NA19787	35.008	6	full-sibling
NA19658	NA19658	NA19659	NA19659	41.803	6	full-sibling
NA19658	NA19658	NA19796	NA19796	4.098	1	unrelated
NA19659	NA19659	NA19732	NA19732	3.258	1	unrelated
NA19659	NA19659	NA19786	NA19786	20.026	4	full-sibling
NA19659	NA19659	NA19787	NA19787	36.224	5	full-sibling
NA19660	NA19660	NA19662	NA19662	49.53	6	full-sibling
NA19660	NA19660	NA19685	NA19685	62.142	6	full-sibling
NA19661	NA19661	NA19662	NA19662	55.864000000000004	8	full-sibling
NA19661	NA19661	NA19685	NA19685	57.532	6	full-sibling
NA19661	NA19661	NA19686	NA19686	58.817	7	full-sibling
NA19662	NA19662	NA19685	NA19685	82.635	6	full-sibling
NA19662	NA19662	NA19686	NA19686	30.214000000000002	2	full-sibling
NA19663	NA19663	NA19665	NA19665	47.414	7	full-sibling
NA19664	NA19664	NA19665	NA19665	41.38	6	full-sibling
NA19669	NA19669	NA19671	NA19671	39.533	6	full-sibling
NA19670	NA19670	NA19671	NA19671	22.356	5	full-sibling
NA19675	NA19675	NA19677	NA19677	67.037	5	full-sibling
NA19675	NA19675	NA19678	NA19678	58.97	5	full-sibling
NA19675	NA19675	NA19679	NA19679	58.317	6	full-sibling
NA19675	NA19675	NA19680	NA19680	64.338	5	full-sibling
NA19676	NA19676	NA19677	NA19677	48.069	8	full-sibling
NA19677	NA19677	NA19678	NA19678	37.597	5	full-sibling
NA19677	NA19677	NA19679	NA19679	26.415	3	full-sibling
NA19677	NA19677	NA19680	NA19680	10.207	2	second-degree
NA19678	NA19678	NA19680	NA19680	56.367000000000004	5	full-sibling
NA19679	NA19679	NA19680	NA19680	57.387	5	full-sibling
NA19681	NA19681	NA19683	NA19683	47.296	9	full-sibling
NA19682	NA19682	NA19683	NA19683	42.318999999999996	5	full-sibling
NA19682	NA19682	NA19716	NA19716	3.991	1	unrelated
NA19683	NA19683	NA19716	NA19716	3.991	1	unrelated
NA19684	NA19684	NA19686	NA19686	52.492999999999995	9	full-sibling
NA19685	NA19685	NA19686	NA19686	57.723	4	parent-child
NA19700	NA19700	NA19702	NA19702	17.203	4	second-degree
NA19701	NA19701	NA19702	NA19702	30.616	6	full-sibling
NA19703	NA19703	NA19705	NA19705	34.78	6	full-sibling
NA19704	NA19704	NA19705	NA19705	41.241	5	full-sibling
NA19713	NA19713	NA19983	NA19983	35.782	6	full-sibling
NA19716	NA19716	NA19718	NA19718	46.1	9	full-sibling
NA19717	NA19717	NA19718	NA19718	41.39	7	full-sibling
NA19719	NA19719	NA19721	NA19721	37.625	6	full-sibling
NA19720	NA19720	NA19721	NA19721	24.313	4	full-sibling
NA19722	NA19722	NA19724	NA19724	37.828	5	full-sibling
NA19723	NA19723	NA19724	NA19724	38.312	7	full-sibling
NA19723	NA19723	NA19770	NA19770	3.398	1	unrelated
NA19725	NA19725	NA19727	NA19727	47.319	9	full-sibling
NA19726	NA19726	NA19727	NA19727	32.976	7	full-sibling
NA19727	NA19727	NA19756	NA19756	3.15	1	unrelated
NA19728	NA19728	NA19730	NA19730	46.238	8	full-sibling
NA19729	NA19729	NA19730	NA19730	36.958	7	full-sibling
NA19731	NA19731	NA19733	NA19733	47.01	8	full-sibling
NA19732	NA19732	NA19733	NA19733	34.357	7	full-sibling
NA19746	NA19746	NA19748	NA19748	36.661	7	full-sibling
NA19747	NA19747	NA19748	NA19748	47.509	7	full-sibling
NA19747	NA19747	NA19783	NA19783	3.087	1	unrelated
NA19748	NA19748	NA19783	NA19783	3.087	1	unrelated
NA19749	NA19749	NA19751	NA19751	27.281	4	full-sibling
NA19750	NA19750	NA19751	NA19751	41.873999999999995	6	full-sibling
NA19755	NA19755	NA19757	NA19757	33.388	7	full-sibling
NA19756	NA19756	NA19757	NA19757	34.869	5	full-sibling
NA19758	NA19758	NA19760	NA19760	45.375	9	full-sibling
NA19758	NA19758	NA19761	NA19761	3.627	1	unrelated
NA19759	NA19759	NA19760	NA19760	41.091	6	full-sibling
NA19761	NA19761	NA19763	NA19763	26.131999999999998	5	full-sibling
NA19762	NA19762	NA19763	NA19763	48.528	7	full-sibling
NA19770	NA19770	NA19772	NA19772	48.756	6	full-sibling
NA19771	NA19771	NA19772	NA19772	48.906	7	full-sibling
NA19773	NA19773	NA19775	NA19775	37.385999999999996	4	parent-child
NA19774	NA19774	NA19775	NA19775	35.26	4	parent-child
NA19776	NA19776	NA19778	NA19778	25.828	4	full-sibling
NA19777	NA19777	NA19778	NA19778	36.43300000000001	5	full-sibling
NA19779	NA19779	NA19781	NA19781	29.403	6	full-sibling
NA19780	NA19780	NA19781	NA19781	39.16	6	full-sibling
NA19782	NA19782	NA19784	NA19784	36.558	7	full-sibling
NA19783	NA19783	NA19784	NA19784	47.949999999999996	8	full-sibling
NA19785	NA19785	NA19787	NA19787	43.781	9	full-sibling
NA19786	NA19786	NA19787	NA19787	36.838	8	full-sibling
NA19786	NA19786	NA19789	NA19789	3.093	1	unrelated
NA19786	NA19786	NA19790	NA19790	3.093	1	unrelated
NA19788	NA19788	NA19790	NA19790	27.494	8	full-sibling
NA19789	NA19789	NA19790	NA19790	27.108	8	full-sibling
NA19794	NA19794	NA19796	NA19796	58.437	9	full-sibling
NA19795	NA19795	NA19796	NA19796	47.637	7	full-sibling
NA19818	NA19818	NA19828	NA19828	30.776	6	full-sibling
NA19819	NA19819	NA19828	NA19828	37.516	8	full-sibling
NA19834	NA19834	NA19836	NA19836	37.248999999999995	7	full-sibling
NA19835	NA19835	NA19836	NA19836	28.303	5	full-sibling
NA19900	NA19900	NA19902	NA19902	21.737000000000002	4	full-sibling
NA19901	NA19901	NA19902	NA19902	28.613	5	full-sibling
NA19908	NA19908	NA19919	NA19919	35.22	6	full-sibling
NA19909	NA19909	NA19919	NA19919	39.229	7	full-sibling
NA19916	NA19916	NA19918	NA19918	29.413	5	full-sibling
NA19917	NA19917	NA19918	NA19918	25.103	5	full-sibling
NA19920	NA19920	NA20129	NA20129	44.461	9	full-sibling
NA19921	NA19921	NA20129	NA20129	37.637	8	full-sibling
NA19922	NA19922	NA19924	NA19924	30.225	6	full-sibling
NA19923	NA19923	NA19924	NA19924	43.112	8	full-sibling
NA19982	NA19982	NA19983	NA19983	32.038	7	full-sibling
NA20126	NA20126	NA20128	NA20128	32.818	6	full-sibling
NA20127	NA20127	NA20128	NA20128	35.845	7	full-sibling
NA20278	NA20278	NA20279	NA20279	21.564	5	full-sibling
NA20279	NA20279	NA20282	NA20282	14.655000000000001	4	second-degree
NA20356	NA20356	NA20358	NA20358	34.875	6	full-sibling
NA20357	NA20357	NA20358	NA20358	31.42	5	full-sibling
